지점,지점명,일시,기온(°C)
108,서울,21-1-8 8:52,-18
108,서울,21-1-8 8:53,-18
108,서울,21-1-8 8:54,-18
108,서울,21-1-8 8:55,-18
108,서울,21-1-8 8:56,-18
108,서울,21-1-8 8:57,-17.9
108,서울,21-1-8 8:58,-17.9
108,서울,21-1-8 8:59,-17.9
108,서울,21-1-8 9:00,-17.9
108,서울,21-1-8 9:01,-17.9
108,서울,21-1-8 9:02,-17.9
108,서울,21-1-8 9:03,-17.9
108,서울,21-1-8 9:04,-17.8
108,서울,21-1-8 9:05,-17.8
108,서울,21-1-8 9:06,-17.8
108,서울,21-1-8 9:07,-17.8
108,서울,21-1-8 9:08,-17.8
108,서울,21-1-8 9:09,-17.8
108,서울,21-1-8 9:10,-17.7
108,서울,21-1-8 9:11,-17.7
108,서울,21-1-8 9:12,-17.7
108,서울,21-1-8 9:13,-17.6
108,서울,21-1-8 9:14,-17.6
108,서울,21-1-8 9:15,-17.6
108,서울,21-1-8 9:16,-17.5
108,서울,21-1-8 9:17,-17.4
108,서울,21-1-8 9:18,-17.4
108,서울,21-1-8 9:19,-17.3
108,서울,21-1-8 9:20,-17.3
108,서울,21-1-8 9:21,-17.3
108,서울,21-1-8 9:22,-17.3
108,서울,21-1-8 9:23,-17.3
108,서울,21-1-8 9:24,-17.3
108,서울,21-1-8 9:25,-17.3
108,서울,21-1-8 9:26,-17.2
108,서울,21-1-8 9:27,-17.1
108,서울,21-1-8 9:28,-17.1
108,서울,21-1-8 9:29,-17.1
108,서울,21-1-8 9:30,-17
108,서울,21-1-8 9:31,-16.9
108,서울,21-1-8 9:32,-16.8
108,서울,21-1-8 9:33,-16.7
108,서울,21-1-8 9:34,-16.6
108,서울,21-1-8 9:35,-16.6
108,서울,21-1-8 9:36,-16.6
108,서울,21-1-8 9:37,-16.5
108,서울,21-1-8 9:38,-16.5
108,서울,21-1-8 9:39,-16.4
108,서울,21-1-8 9:40,-16.4
108,서울,21-1-8 9:41,-16.4
108,서울,21-1-8 9:42,-16.3
108,서울,21-1-8 9:43,-16.2
108,서울,21-1-8 9:44,-16.1
108,서울,21-1-8 9:45,-16.1
108,서울,21-1-8 9:46,-16
108,서울,21-1-8 9:47,-15.9
108,서울,21-1-8 9:48,-15.8
108,서울,21-1-8 9:49,-15.8
108,서울,21-1-8 9:50,-15.7
108,서울,21-1-8 9:51,-15.7
108,서울,21-1-8 9:52,-15.7
108,서울,21-1-8 9:53,-15.7
108,서울,21-1-8 9:54,-15.7
108,서울,21-1-8 9:55,-15.7
108,서울,21-1-8 9:56,-15.6
108,서울,21-1-8 9:57,-15.6
108,서울,21-1-8 9:58,-15.6
108,서울,21-1-8 9:59,-15.6
108,서울,21-1-8 10:00,-15.6
108,서울,21-1-8 10:01,-15.6
108,서울,21-1-8 10:02,-15.6
108,서울,21-1-8 10:03,-15.6
108,서울,21-1-8 10:04,-15.6
108,서울,21-1-8 10:05,-15.7
108,서울,21-1-8 10:06,-15.7
108,서울,21-1-8 10:07,-15.7
108,서울,21-1-8 10:08,-15.7
108,서울,21-1-8 10:09,-15.7
108,서울,21-1-8 10:10,-15.7
108,서울,21-1-8 10:11,-15.7
108,서울,21-1-8 10:12,-15.8
108,서울,21-1-8 10:13,-15.8
108,서울,21-1-8 10:14,-15.8
108,서울,21-1-8 10:15,-15.8
108,서울,21-1-8 10:16,-15.8
108,서울,21-1-8 10:17,-15.8
108,서울,21-1-8 10:18,-15.8
108,서울,21-1-8 10:19,-15.8
108,서울,21-1-8 10:20,-15.8
108,서울,21-1-8 10:21,-15.7
108,서울,21-1-8 10:22,-15.7
108,서울,21-1-8 10:23,-15.8
108,서울,21-1-8 10:24,-15.8
108,서울,21-1-8 10:25,-15.8
108,서울,21-1-8 10:26,-15.7
108,서울,21-1-8 10:27,-15.7
