지점,지점명,일시,기온(°C)
108,서울,2021-01-10 00:01,-12.2
108,서울,2021-01-10 00:02,-12.2
108,서울,2021-01-10 00:03,-12.2
108,서울,2021-01-10 00:04,-12.3
108,서울,2021-01-10 00:05,-12.3
108,서울,2021-01-10 00:06,-12.3
108,서울,2021-01-10 00:07,-12.3
108,서울,2021-01-10 00:08,-12.2
108,서울,2021-01-10 00:09,-12.2
108,서울,2021-01-10 00:10,-12.3
108,서울,2021-01-10 00:11,-12.3
108,서울,2021-01-10 00:12,-12.3
108,서울,2021-01-10 00:13,-12.3
108,서울,2021-01-10 00:14,-12.3
108,서울,2021-01-10 00:15,-12.3
108,서울,2021-01-10 00:16,-12.4
108,서울,2021-01-10 00:17,-12.4
108,서울,2021-01-10 00:18,-12.4
108,서울,2021-01-10 00:19,-12.4
108,서울,2021-01-10 00:20,-12.4
108,서울,2021-01-10 00:21,-12.3
108,서울,2021-01-10 00:22,-12.4
108,서울,2021-01-10 00:23,-12.4
108,서울,2021-01-10 00:24,-12.4
108,서울,2021-01-10 00:25,-12.4
108,서울,2021-01-10 00:26,-12.4
108,서울,2021-01-10 00:27,-12.4
108,서울,2021-01-10 00:28,-12.5
108,서울,2021-01-10 00:29,-12.5
108,서울,2021-01-10 00:30,-12.5
108,서울,2021-01-10 00:31,-12.5
108,서울,2021-01-10 00:32,-12.5
108,서울,2021-01-10 00:33,-12.5
108,서울,2021-01-10 00:34,-12.4
108,서울,2021-01-10 00:35,-12.4
108,서울,2021-01-10 00:36,-12.5
108,서울,2021-01-10 00:37,-12.5
108,서울,2021-01-10 00:38,-12.5
108,서울,2021-01-10 00:39,-12.5
108,서울,2021-01-10 00:40,-12.5
108,서울,2021-01-10 00:41,-12.5
108,서울,2021-01-10 00:42,-12.5
108,서울,2021-01-10 00:43,-12.5
108,서울,2021-01-10 00:44,-12.5
108,서울,2021-01-10 00:45,-12.5
108,서울,2021-01-10 00:46,-12.5
108,서울,2021-01-10 00:47,-12.5
108,서울,2021-01-10 00:48,-12.5
108,서울,2021-01-10 00:49,-12.5
108,서울,2021-01-10 00:50,-12.5
108,서울,2021-01-10 00:51,-12.5
108,서울,2021-01-10 00:52,-12.5
108,서울,2021-01-10 00:53,-12.4
108,서울,2021-01-10 00:54,-12.4
108,서울,2021-01-10 00:55,-12.4
108,서울,2021-01-10 00:56,-12.5
108,서울,2021-01-10 00:57,-12.5
108,서울,2021-01-10 00:58,-12.5
108,서울,2021-01-10 00:59,-12.5
108,서울,2021-01-10 01:00,-12.4
108,서울,2021-01-10 01:01,-12.4
108,서울,2021-01-10 01:02,-12.4
108,서울,2021-01-10 01:03,-12.4
108,서울,2021-01-10 01:04,-12.5
108,서울,2021-01-10 01:05,-12.5
108,서울,2021-01-10 01:06,-12.5
108,서울,2021-01-10 01:07,-12.4
108,서울,2021-01-10 01:08,-12.4
108,서울,2021-01-10 01:09,-12.5
108,서울,2021-01-10 01:10,-12.4
108,서울,2021-01-10 01:11,-12.4
108,서울,2021-01-10 01:12,-12.5
108,서울,2021-01-10 01:13,-12.5
108,서울,2021-01-10 01:14,-12.5
108,서울,2021-01-10 01:15,-12.5
108,서울,2021-01-10 01:16,-12.5
108,서울,2021-01-10 01:17,-12.4
108,서울,2021-01-10 01:18,-12.5
108,서울,2021-01-10 01:19,-12.5
108,서울,2021-01-10 01:20,-12.4
108,서울,2021-01-10 01:21,-12.4
108,서울,2021-01-10 01:22,-12.4
108,서울,2021-01-10 01:23,-12.4
108,서울,2021-01-10 01:24,-12.4
108,서울,2021-01-10 01:25,-12.4
108,서울,2021-01-10 01:26,-12.4
108,서울,2021-01-10 01:27,-12.4
108,서울,2021-01-10 01:28,-12.4
108,서울,2021-01-10 01:29,-12.4
108,서울,2021-01-10 01:30,-12.4
108,서울,2021-01-10 01:31,-12.4
108,서울,2021-01-10 01:32,-12.4
108,서울,2021-01-10 01:33,-12.4
108,서울,2021-01-10 01:34,-12.4
108,서울,2021-01-10 01:35,-12.4
108,서울,2021-01-10 01:36,-12.4
108,서울,2021-01-10 01:37,-12.4
108,서울,2021-01-10 01:38,-12.4
108,서울,2021-01-10 01:39,-12.4
108,서울,2021-01-10 01:40,-12.4
108,서울,2021-01-10 01:41,-12.3
108,서울,2021-01-10 01:42,-12.3
108,서울,2021-01-10 01:43,-12.3
108,서울,2021-01-10 01:44,-12.3
108,서울,2021-01-10 01:45,-12.3
108,서울,2021-01-10 01:46,-12.3
