name,시장유형,소재지도로명주소,시장개설주기,lat,long,점포수,,,,,,,
제주동문수산시장,상설장,제주특별자치도 제주시 오현길 81,매일,33.512066,126.524903,94,,,,,,,
제주시동문공설시장,상설장,제주특별자치도 제주시 동문로4길 9,매일,33.512087,126.528242,32,,,,,,,
제주시동문재래시장,상설장,제주특별자치도 제주시 관덕로14길 20,매일,33.51159028,126.526018,330,,,,,,,
제주시민속오일시장,5일장,제주특별자치도 제주시 오일장서길 26,2일+7일,33.497247,126.474888,1040,,,,,,,
제주시서문공설시장,상설장,제주특별자치도 제주시 서문로4길 13-2,매일,33.511351,126.517906,85,,,,,,,
제주칠성로상점가(칠성로상점가),상설장,제주특별자치도 제주시 관덕로13길 12,매일,33.514026,126.526115,240,,,,,,,
중앙로상점가,상설장,제주특별자치도 제주시 중앙로 91,매일,33.51010018,126.523961,140,,,,,,,
한림매일시장,상설장,제주특별자치도 제주시 한림읍 한림로 681,매일,33.415647,126.264773,58,,,,,,,
한림민속오일시장(한림오일시장),5일장,제주특별자치도 제주시 한림읍 한수풀로4길 10,4일+9일,33.419832,126.274504,144,,,,,,,
함덕오일시장,5일장,제주특별자치도 제주시 조천읍 함덕16길 15-13,1일+6일,33.540253,126.667961,43,,,,,,,
세종전통시장,상설장+5일장,세종특별자치시 조치원읍 조치원8길 42,4일+9일,36.599789,127.300612,326,,,,,,,
전의왕의물시장,5일장,세종특별자치시 전의면 장터길 33,2일+7일,36.67774034,127.205879,68,,,,,,,
대명여울빛거리시장,상설장,서울특별시 금천구 시흥대로 212,매일,37.452773,126.901649,238,,,,,,,
서문시장 아진상가 상점가,상설장,대구광역시 중구 큰장로28길 39,매일,35.869949,128.581582,233,,,,,,,
남동산업용품상가,상설장,인천광역시 남동구 은청로 4-7,매일,37.406946,126.693402,620,,,,,,,
언양알프스시장,5일장,울산광역시 울주군 언양읍 장터1길 12-1,2일+7일,35.563702,129.1252897,116,,,,,,,
합성옛길시장,상설장,경상남도 창원시 마산회원구 합성옛길 77,매일,35.235342,128.582012,60,,,,,,,
회성종합시장,상설장,경상남도 창원시 마산회원구 회성시장1길 16,매일,35.2329295,128.5594101,78,,,,,,,
합성대로상가,상설장,경상남도 창원시 마산회원구 3·15대로 747-1,매일,35.238932,128.582417,35,,,,,,,
북신전통시장,상설장,경상남도 통영시 북신시장1길 66,매일,34.854155,128.427531,137,,,,,,,
서호전통시장,상설장,경상남도 통영시 새터길 58-9,매일,34.841462,128.420116,240,,,,,,,
통영중앙전통시장,상설장+5일장,경상남도 통영시 중앙시장1길 14-16,2일+7일,34.845293,128.424614,280,,,,,,,
계천공설시장(계천시장),5일장,경상남도 하동군 금남면 섬진강대로 977-17,5일+8일,34.995988,127.809499,45,,,,,,,
북천공설시장,5일장,경상남도 하동군 북천면 경서대로 2441-8,4일+9일,35.114027,127.891953,18,,,,,,,
옥종공설시장,5일장,경상남도 하동군 옥종면 옥종시장길 5,3일+8일,35.18209956,127.880221,40,,,,,,,
덕하시장,상설장+5일장,,매일+5일,35.49144017,129.3059962,14,,,,,,,
진교공설시장,상설장+5일장,경상남도 하동군 진교면 선창길 24,3일+8일,35.027174,127.903816,74,,,,,,,
하동공설시장,상설장+5일장,경상남도 하동군 하동읍 시장1길 12-2,2일+7일,35.069808,127.748381,155,,,,,,,
화개장터,상설장+5일장,경상남도 하동군 화개면 쌍계로 21,1일+6일,35.188624,127.624224,74,,,,,,,
횡천공설시장(횡천시장),상설장+5일장,경상남도 하동군 횡천면 문화2길 24,5일+10일,35.109212,127.8107002,14,,,,,,,
가야상설시장(가야시장),상설장+5일장,경상남도 함안군 가야읍 가야8길 8,5일+10일,35.277261,128.406464,86,,,,,,,
군복공설시장,5일장,경상남도 함안군 군북면 중암8길 27,4일+9일,35.261048,128.346946,20,,,,,,,
대산공설시장,5일장,경상남도 함안군 대산면 대산중앙로 219,1일+6일,35.352837,128.428129,34,,,,,,,
칠원공설시장,5일장,경상남도 함안군 칠원읍 서남2길 14,3일+8일,35.3061904,128.518908,16,,,,,,,
안의시장,5일장,경상남도 함양군 안의면 약초시장길 25-10,5일+10일,35.626298,127.814034,30,,,,,,,
지리산함양시장,상설장+5일장,경상남도 함양군 함양읍 용평중앙길 20,2일+7일,35.518601,127.728988,131,,,,,,,
함양토종약초시장,상설장,경상남도 함양군 안의면 약초시장길 27,매일,35.625966,127.813715,23,,,,,,,
가야시장,5일장,경상남도 합천군 가야면 가야시장로 63-15,5일+10일,35.760246,128.138366,64,,,,,,,
삼가시장,상설장+5일장,경상남도 합천군 삼가면 일부5길 1,2일+7일,35.412815,128.122283,96,,,,,,,
야로시장,5일장,경상남도 합천군 야로면 시장길 7-3,2일+7일,35.706127,128.168569,34,,,,,,,
초계시장,상설장+5일장,경상남도 합천군 초계면 초계중앙로 61,5일+10일,35.559315,128.266834,52,,,,,,,
합천시장,상설장+5일장,경상남도 합천군 합천읍 옥산로 53,3일+8일,35.568507,128.161164,159,,,,,,,
고성오일시장,5일장,제주특별자치도 서귀포시 성산읍 고성오조로 93,5일+9일,33.451862,126.912815,68,,,,,,,
대정오일시장,5일장,제주특별자치도 서귀포시 대정읍 신영로36번길 65,1일+6일,33.220607,126.248213,198,,,,,,,
성원3차상가,상설장,경상남도 창원시 성산구 대암로 80,매일,35.21499999,128.7052999,101,,,,,,,
성원그랜드쇼핑상가,상설장,경상남도 창원시 성산구 동산로 124,매일,35.219374,128.691593,564,,,,,,,
소계시장,상설장,경상남도 창원시 의창구 소계로 83-6,매일,35.256759,128.598966,72,,,,,,,
소계옛길시장,상설장,경상남도 창원시 의창구 소계로 99-4,매일,35.257913,128.598267,57,,,,,,,
소답시장,상설장,경상남도 창원시 의창구 의안로49번길 31-7,매일,35.265746,128.6207603,64,,,,,,,
신마산반월시장(반월시장),상설장,경상남도 창원시 마산합포구 반월남1길 18-16,매일,35.189659,128.561183,80,,,,,,,
신마산시장,상설장,경상남도 창원시 마산합포구 문화동15길 13,매일,35.181097,128.561702,94,,,,,,,
양곡종합상가,상설장,경상남도 창원시 성산구 신촌로 102,매일,35.200851,128.628329,103,,,,,,,
양덕중앙시장,상설장,경상남도 창원시 마산회원구 양덕북10길 23,매일,35.2326503,128.584264,83,,,,,,,
역전통합시장,상설장,경상남도 창원시 마산회원구 석전동15길 23,매일,35.236147,128.579464,170,,,,,,,
웅천시장,5일장,경상남도 창원시 진해구 웅천중로56번길 8,4일+9일,35.111019,128.750903,132,,,,,,,
월영대시장,상설장,경상남도 창원시 마산합포구 월영남1길 13,매일,35.179275,128.5577604,125,,,,,,,
유신종합상가,상설장,경상남도 창원시 성산구 신촌로 21,매일,35.207561,128.626781,56,,,,,,,
정우새어시장,상설장,경상남도 창원시 마산합포구 어시장7길 126,매일,35.204104,128.578711,73,,,,,,,
중앙시장(창원중앙시장),상설장,경상남도 창원시 성산구 외동반림로 126,매일,35.230171,128.671939,225,,,,,,,
지귀시장,상설장+5일장,경상남도 창원시 의창구 창이대로205번길 8-3,1일+6일,35.245811,128.659847,78,,,,,,,
진동시장,상설장+5일장,경상남도 창원시 마산합포구 진동면 진동시장길 43-7,4일+9일,35.113595,128.487926,25,,,,,,,
진동전통시장,상설장+5일장,경상남도 창원시 마산합포구 진동면 진동시장길 62,4일+9일,35.113306,128.487324,78,,,,,,,
진해중부시장,상설장,경상남도 창원시 진해구 중초로 20,매일,35.155072,128.681561,108,,,,,,,
진해중앙시장,상설장,경상남도 창원시 진해구 벚꽃로60번길 19-4,매일,35.151082,128.6652503,324,,,,,,,
창원기계공구상가,상설장,경상남도 창원시 의창구 창원대로 400,매일,35.233767,128.641078,214,,,,,,,
창원도계부부시장,상설장,경상남도 창원시 의창구 원이대로69번길 20,매일,35.257215,128.637139,113,,,,,,,
창원캔버라상가,상설장,경상남도 창원시 성산구 중앙대로61번길 4,매일,35.221233,128.676828,29,,,,,,,
창원코아상가,상설장,경상남도 창원시 성산구 상남로 71,매일,35.220442,128.679542,184,,,,,,,
코오롱타운상가,상설장,경상남도 창원시 마산회원구 내서읍 호원로 361-2,매일,35.265706,128.525608,78,,,,,,,
토월복합상가시장,상설장,경상남도 창원시 의창구 신월로 42,매일,35.228037,128.691939,214,,,,,,,
합성동상가,상설장,경상남도 창원시 마산회원구 합성옛길 136,매일,35.237725,128.583461,100,,,,,,,
대동씨코아상가시장,상설장,경상남도 창원시 마산합포구 월영동로 8,매일,35.179759,128.562476,120,,,,,,,
대동중앙상가,상설장,경상남도 창원시 의창구 반계로 93,매일,35.253607,128.615835,41,,,,,,,
대동훼미리코아상가,상설장,경상남도 창원시 성산구 대정로 138,매일,35.211749,128.7076298,115,,,,,,,
대방덕산1차상가,상설장,경상남도 창원시 성산구 대정로 131,매일,35.213619,128.706891,65,,,,,,,
덕산그린피아상가,상설장,경상남도 창원시 성산구 용지로 64,매일,35.221681,128.676025,84,,,,,,,
동마산시장,상설장,경상남도 창원시 마산회원구 합성남8길 76,매일,35.240037,128.587545,130,,,,,,,
동성올림픽타운,상설장,경상남도 창원시 성산구 중앙대로 77,매일,35.222233,128.677733,92,,,,,,,
롯데종합상가,상설장,경상남도 창원시 의창구 용지로 225,매일,35.234038,128.685432,75,,,,,,,
마산수산시장,상설장,경상남도 창원시 마산합포구 수산2길 194,매일,35.201817,128.5789097,240,,,,,,,
마산어시장,상설장,경상남도 창원시 마산합포구 복요리로 7,매일,35.203762,128.578956,669,,,,,,,
마산역번개시장,상설장,경상남도 창원시 마산회원구 석전동16길 2,매일,35.235775,128.578798,79,,,,,,,
마천시장,5일장,경상남도 창원시 진해구 웅동로 57,5일+10일,35.125388,128.7828095,24,,,,,,,
명곡종합상가,상설장,경상남도 창원시 의창구 명서로116번길 20,매일,35.248487,128.646219,92,,,,,,,
명서시장,상설장,경상남도 창원시 의창구 원이대로189번길 37-3,매일,35.249445,128.645974,167,,,,,,,
반송시장,상설장,경상남도 창원시 성산구 원이대로473번길 20-11,매일,35.235134,128.6710497,132,,,,,,,
봉곡민속체험시장(봉곡시장),상설장,경상남도 창원시 의창구 봉곡로111번길 16,매일,35.24696954,128.671971,143,,,,,,,
봉곡프라자상가,상설장,경상남도 창원시 의창구 창이대로205번길 5,매일,35.24543957,128.659518,90,,,,,,,
부림상시장,상설장,경상남도 창원시 마산합포구 동서서4길 2-15,매일,35.205773,128.572446,60,,,,,,,
부림시장,상설장,경상남도 창원시 마산합포구 몽고정길 25,매일,35.207185,128.572901,402,,,,,,,
북동공설시장,상설장,경상남도 창원시 의창구 의안로49번길 30,매일,35.266181,128.620696,45,,,,,,,
북마산가구시장,상설장,경상남도 창원시 마산합포구 북성로 17,매일,35.208995,128.572786,60,,,,,,,
북마산중앙시장,상설장,경상남도 창원시 마산합포구 상남시장로 3,매일,35.216035,128.571174,210,,,,,,,
사파동성종합상가,상설장,경상남도 창원시 성산구 창이대로 733,매일,35.219477,128.702189,106,,,,,,,
산호시장,상설장,경상남도 창원시 마산합포구 산호시장길 18,매일,35.218374,128.581716,71,,,,,,,
상남시장,상설장,경상남도 창원시 성산구 마디미로 28,매일,35.222215,128.68338,588,,,,,,,
서마산시장,상설장,경상남도 창원시 마산회원구 석전남16길 64,매일,35.22902031,128.569129,29,,,,,,,
석전시장,상설장,경상남도 창원시 마산회원구 석전동6길 32,매일,35.230411,128.574906,135,,,,,,,
언양공설시장,상설장+5일장,울산광역시 울주군 언양읍 남천로 20,매일+5일,35.56301518,129.1253841,61,,,,,,,
언양종합상가시장,상설장,울산광역시 울주군 언양읍 장터1길 22,매일+5일,35.56349828,129.1259648,104,,,,,,,
덕신1차시장,상설장,울산광역시 울주군 온산읍 온덕1길 25,매일+5일,35.43524242,129.309349,51,,,,,,,
덕신2차시장,상설장,울산광역시 울주군 온산읍 신온7길 69,매일+5일,35.42934943,129.3100244,24,,,,,,,
수암종합시장,상설장,울산광역시 남구 수암로 120-2,매일,35.5278581,129.320239,52,,,,,,,
야음상가시장,상설장,울산광역시 남구 수암로 244-6,매일,35.523617,129.3318715,130,,,,,,,
㈜야음시장,상설장,울산광역시 남구 수암로 234,매일,35.52405894,129.3313722,85,,,,,,,
신정평화시장,상설장,울산광역시 남구 봉월로67번길 17,매일,35.538337,129.3035526,75,,,,,,,
울산산업공구월드,상설장,울산광역시 남구 갈밭로24,매일,35.535788,129.3426382,286,,,,,,,
반구시장,상설장,울산광역시 중구 반구정14길 13(반구동),매일,35.55838627,129.3434196,153,,,,,,,
우정전통시장,상설장+5일장,울산광역시 중구 당산5길 9,"매일+5일, 10일",35.5548812,129.3100508,75,,,,,,,
울산시장,상설장,울산광역시 중구 구교로 35(학산동),매일,35.5554665,129.3284088,297,,,,,,,
성남프라자,상설장,울산광역시 중구 중앙3길6(성남동),매일,35.5545103,129.3175359,70,,,,,,,
선우시장,상설장,울산광역시 중구 곽남14길 37(남외동),매일,35.57119003,129.3421097,84,,,,,,,
병영시장,상설장,울산광역시 중구 병영로 14(남외동),매일,35.5705654,129.3462928,51,,,,,,,
역전시장,상설장,울산광역시 중구 구역전길 14(학성동),매일,35.5561541,129.3284797,36,,,,,,,
우정시장,상설장,울산광역시 중구 당산5길 10(우정동),매일,35.5546219,129.3100727,15,,,,,,,
학성종합시장,상설장,울산광역시 중구 새치로 28(학성동),매일,35.5544211,129.3320577,9,,,,,,,
태화종합시장,상설장+5일장,울산광역시 중구 화진길 20-4(태화동),"매일+5일, 10일",35.55419983,129.3074139,221,,,,,,,
신울산종합시장,상설장,울산광역시 중구 서원6길 11(반구동),매일,35.5612392,129.3373679,30,,,,,,,
학성새벽시장,상설장,울산광역시 중구 새벽시장3길 21(학성동),매일,35.55655467,129.3326793,197,,,,,,,
중앙전통시장,상설장,울산광역시 중구 중앙시장길 2(옥교동),매일,35.5551774,129.3222936,324,,,,,,,
구역전시장,상설장,울산광역시 중구 구역전길 20(학성동),매일,35.5570211,129.3284786,167,,,,,,,
서동시장,상설장,울산광역시 중구 동천2길 17(서동),매일,35.58205471,129.3465532,79,,,,,,,
옥골시장,상설장,"울산광역시 중구 중앙시장길 21-5(옥교동), 2층",매일,35.55542851,129.3236227,79,,,,,,,
구역전전통시장,상설장,울산광역시 중구 구역전길 8(학성동),매일,35.5559093,129.3279529,45,,,,,,,
호계공설시장,상설장+5일장,울산광역시 북구 호계3길 17-11,"매일+1일, 6일",35.62359655,129.3557296,50,,,,,,,
화봉시장,상설장,울산광역시 북구 상방로 94,매일,35.58882126,129.3658152,50,,,,,,,
남창옹기종기시장,상설장+5일장,울산광역시 울주군 온양읍 남창장터길 24,매일+5일,35.41669017,129.2827773,102,,,,,,,
봉계시장,상설장+5일장,울산광역시 울주군 두동면 계명3길 9,매일+5일,35.7133828,129.1991746,18,,,,,,,
남목시티시장,상설장,울산광역시 동구 남목18길 8(동부동),매일,35.5427086,129.4285507,28,,,,,,,
신정상가시장,상설장,울산광역시 남구 중앙로 241번길 14-1,매일,35.5419608,129.3090764,271,,,,,,,
㈜신정시장,상설장,울산광역시 남구 월평로47번길 7,매일,35.5423359,129.3102844,94,,,,,,,
울산번개시장,상설장,울산광역시 남구 신선로 184번길 46-1,매일,35.520239,129.3367745,106,,,,,,,
수암상가시장,상설장,울산광역시 남구 수암로 128번길 12,매일,35.5269662,129.3207713,86,,,,,,,
동울산종합시장,상설장,울산광역시 동구 진성14길 77(전하동),매일,35.5088339,129.425456,112,,,,,,,
대송농수산물시장,상설장,울산광역시 동구 대송8길 6(화정동),매일,35.49920742,129.420604,120,,,,,,,
전하시장,상설장,울산광역시 동구 녹수7길 32(전하동),매일,35.5137806,129.430723,80,,,,,,,
남목시장,상설장,울산광역시 동구 남목17길 9(동부동),매일,35.5427156,129.4273869,49,,,,,,,
동부시장,상설장,울산광역시 동구 남목17길 16(동부동),매일,35.5426465,129.4280925,36,,,,,,,
용인중앙시장,상설+오일장,경기도 용인시 처인구 금령로99번길 9,"매일, 5일+10일",37.236506,127.207071,535,,,,,,,
죽전로데오상점가시장,상설,경기도 용인시 수지구 용구대로 2725-3,매일,37.328761,127.108104,100,,,,,,,
화천재래시장,상설장,강원도 화천군  화천읍 중앙로 4길 21-7외,매일,38.103715,127.705625,100,,,,,,,
구리전통시장,상설장,경기도 구리시 검배로6번길 31,매일,37.599546,127.139929,281,,,,,,,
안면도수산시장,상설장+5일장,충청남도 태안군 안면읍 장터로 104,매일,36.51635582,126.346007,42,,,,,,,
백운시장,상설장,서울특별시 도봉구 삼양로154길 42,매일,37.655638,127.0156253,57,,,,,,,
방학동도깨비시장,상설장,서울특별시 도봉구 도당로13가길 17,매일,37.66594191,127.0362056,103,,,,,,,
창동신창시장,상설장,서울특별시 도봉구 덕릉로57길 17,매일,37.6394346,127.0374397,76,,,,,,,
창동골목시장,상설장,서울특별시 도봉구 덕릉로58길 16,매일,37.638352,127.0391199,60,,,,,,,
신도봉시장,상설장,서울특별시 도봉구 도당로27길 60,매일,37.6700601,127.0411223,24,,,,,,,
쌍문시장,상설장,서울특별시 도봉구 도봉로113길 23,매일,37.648244,127.0328194,103,,,,,,,
특산물전통시장,상설장+5일장,충청남도 태안군 태안읍 시장4길 18,매일,36.751301,126.2984694,136,,,,,,,
서부시장,상설장+5일장,충청남도 태안군 태안읍 시장2길 32-7,매일,36.752927,126.2968099,182,,,,,,,
통진시장,상설장,경기도 김포시 통진읍 서암로84번길 1,매일,37.69240314,126.5993151,77,,,,,,,
양곡시장,상설장,경기도 김포시 양촌읍 양곡로 537,매일,37.654818,126.623703,76,,,,,,,
양곡오라니장터시장,상설장,경기도 김포시 양촌읍 양곡1로56번길 13,매일,37.65616115,126.6237054,77,,,,,,,
금촌전통시장,상설장,경기도 파주시 금정24길 18-6(금촌동),매일,37.762599,126.773886,96,,,,,,,
문산자유시장,상설장,경기도 파주시 문산읍 문향로 57,매일,37.8569889,126.7841888,145,,,,,,,
광탄시장,상설장,경기도 파주시 광탄면 혜음로 1120번길 22,매일,37.782166,126.848473,169,,,,,,,
적성전통시장,상설장,경기도 파주시 적성면 칠중2길 19,매일,37.9554549,126.918612,82,,,,,,,
금촌문화로시장,상설장,경기도 파주시 문화로 94(금촌동),매일,37.7625985,126.775133,133,,,,,,,
금촌명동로시장,상설장,경기도 파주시 명동길 56(금촌동),매일,37.7630739,126.7735887,62,,,,,,,
봉일천시장,상설장,경기도 파주시 조리읍 봉천로 37-13,매일,37.7432033,126.8072915,131,,,,,,,
속초중앙전통시장,상설장,강원도 속초시 수복로 191 (금호동),매일,38.20475131,128.5873483,350,,,,,,,
속초종합중앙시장,상설장,강원도 속초시 중앙로147번길 16 (중앙동),매일,38.20452183,128.5901534,400,,,,,,,
다인,5일장,경상북도 의성군 다인면 다인장길 21-4,2일+7일,36.45035579,128.3557412,31,,,,,,,
신평,5일장,경상북도 의성군 신평면 봉호로 2400-7,5일+10일,36.47035825,128.5061583,7,,,,,,,
안평,5일장,,3일+8일,36.37545455,128.5798952,5,,,,,,,
염매,상설장,경상북도 의성군 의성읍 염매시장길 11,매일,36.35027504,128.695902,36,,,,,,,
김포중앙시장,상설장,경기도 김포시 북변중로 55,매일,37.62610505,126.710509,124,,,,,,,
흥덕전통시장,5일장,전라북도 고창군 흥덕면 흥덕시장길 3,"4일,+9일",35.52058954,126.7002283,10,,,,,,,
해리전통시장,5일장,전라북도 고창군 해리면 남시길 5,"4일,+9일",35.45933217,126.5415058,30,,,,,,,
대산전통시장,5일장,전라북도 고창군 대산면 공음대산로 935,"2일,+7일",35.34010874,126.5989796,22,,,,,,,
상하전통시장,5일장,전라북도 고창군 상하면 명동1길 3,"1일,+6일",35.44422672,126.4912177,22,,,,,,,
신철원전통시장,5일장,강원도 철원군 갈말읍 삼부연로18번길 16-2,3일8일,38.144755,127.3100254,51,,,,,,,
와수전통시장,5일장,강원도 철원군 서면 와수로 184번길 6-3,1일6일,38.23946579,127.439413,54,,,,,,,
동송전통시장,5일장,강원도 철원군 동송읍 이평로47번길 17,5일10일,38.2089859,127.2192647,175,,,,,,,
동송전통시장,5일장,강원도 철원군 동송읍 이평로47번길 16,5일10일,38.20880978,127.218876,33,,,,,,,
고창전통시장,상설장+5일장,전라북도 고창군 고창읍 동리로 62-11,"매일,+3일,+8일",35.43266509,126.6987705,72,,,,,,,
무장전통시장,5일장,전라북도 고창군 무장면 왕제산로 725,"5일,+10일",35.41442786,126.5606051,29,,,,,,,
의성,5일장,경상북도 의성군 의성읍 전통시장2길 11-9,2일+7일,36.346247,128.6991566,117,,,,,,,
단촌,5일장,경상북도 의성군 단촌면 장터길 15,5일+10일,36.422545,128.673903,4,,,,,,,
옥산,5일장,,3일+8일,36.40119872,128.8024126,5,,,,,,,
금성,5일장,경상북도 의성군 금성면 탑리1길 39,1일+6일,36.25298306,128.6845492,52,,,,,,,
봉양,5일장,경상북도 의성군 봉양면 도리원 6길 4,4일+9일,36.29956469,128.5814145,37,,,,,,,
안계,5일장,경상북도 의성군 안계면 안계시장길 14-11,1일+6일,36.38442411,128.4383471,100,,,,,,,
삼구시장,상설장,서울특별시 영등포구 영등포로 219,매일,37.520144,126.9057495,59,,,,,,,
영신상가,상설장,서울특별시 영등포구 영등포로 225,매일,37.51992006,126.906655,99,,,,,,,
영일시장,상설장,서울특별시 영등포구 문래로30길 27,매일,37.516135,126.900719,120,,,,,,,
영진시장(A동),상설장,서울특별시 영등포구 신풍로 87,매일,37.500371,126.9159498,57,,,,,,,
만리시장,상설장,서울특별시 용산구 효창원로 270,매일,37.551333,126.963696,33,,,,,,,
보광시장,상설장,서울특별시 용산구 보광로 30,매일,37.527196,127.000289,27,,,,,,,
신흥시장,상설장,서울특별시 용산구 신흥로 95-9,매일,37.545324,126.985086,65,,,,,,,
용산용문시장,상설장,서울특별시 용산구 효창원로40길 13,매일,37.536623,126.959796,155,,,,,,,
이촌종합시장,상설장,서울특별시 용산구 이촌로75길 16-9,매일,37.520739,126.974784,100,,,,,,,
이태원시장,상설장,서울특별시 용산구 이태원로14길 6,매일,37.533818,126.990048,105,,,,,,,
후암시장,상설장,서울특별시 용산구 한강대로104길 77,매일,37.550381,126.976634,48,,,,,,,
대림골목시장,상설장,서울특별시 은평구 응암로12길 8,매일,37.587914,126.917508,76,,,,,,,
대림시장,상설장,서울특별시 은평구 응암로4길 20,매일,37.586537,126.917578,65,,,,,,,
대조시장,상설장,서울특별시 은평구 불광로 8,매일,37.609321,126.9276,105,,,,,,,
신응암시장,상설장,서울특별시 은평구 응암로22길 3-1,매일,37.593908,126.918694,52,,,,,,,
연서시장,상설장,서울특별시 은평구 연서로 247,매일,37.619691,126.922172,91,,,,,,,
제일시장,상설장,서울특별시 은평구 통일로 731,매일,37.610623,126.929466,55,,,,,,,
증산종합시장,상설장,서울특별시 은평구 증산로3길 12,매일,37.581469,126.905062,114,,,,,,,
광장시장,상설장,서울특별시 종로구 창경궁로 88,매일,37.570113,126.999707,300,,,,,,,
동대문종합시장,상설장,서울특별시 종로구 종로 266,매일,37.570706,127.007329,4300,,,,,,,
동대문종합시장D동상가,상설장,서울특별시 종로구 종로 266,매일,37.570706,127.007329,1050,,,,,,,
동문시장㈜,상설장,서울특별시 종로구 종로44길 14,매일,37.570511,127.011128,320,,,,,,,
신설종합시장,상설장,서울특별시 종로구 난계로27길 51,매일,37.57266959,127.020345,156,,,,,,,
종로신진시장,상설장,서울특별시 종로구 종로38길 16,매일,37.570228,127.004946,104,,,,,,,
통인시장,상설장,서울특별시 종로구 자하문로15길 18,매일,37.580767,126.969948,85,,,,,,,
한일상가,상설장,서울특별시 종로구 청계천로 229,매일,37.570134,127.003025,228,,,,,,,
동대문종합시장 신관(동대문쇼핑타운),상설장,서울특별시 종로구 종로 272,매일,37.570819,127.008091,400,,,,,,,
남부종합시장,상설장,서울특별시 서초구 방배중앙로27길 17,매일,37.494992,126.984806,134,,,,,,,
양재시장,상설장,서울특별시 서초구 남부순환로356길 15,매일,37.484311,127.037966,31,,,,,,,
금남시장,상설장,서울특별시 성동구 금호산2길 32,매일,37.548628,127.023044,104,,,,,,,
뚝도시장,상설장,서울특별시 성동구 성수이로 32-15,매일,37.537801,127.054827,133,,,,,,,
마장축산물시장,상설장,서울특별시 성동구 마장로35길 68,매일,37.570682,127.041275,1900,,,,,,,
용답상가시장,상설장,서울특별시 성동구 용답중앙길 59,매일,37.564169,127.052539,175,,,,,,,
길음시장,상설장,서울특별시 성북구 동소문로 227,매일,37.602781,127.021592,138,,,,,,,
돈암시장,상설장,서울특별시 성북구 동소문로18길 12-3,매일,37.591666,127.015712,106,,,,,,,
돌곶이시장(구 석관황금시장),상설장,서울특별시 성북구 한천로73길 33,매일,37.609502,127.061658,92,,,,,,,
장위전통시장,상설장,서울특별시 성북구 장월로12길 41-1,매일,37.612088,127.050805,64,,,,,,,
정릉시장,상설장,서울특별시 성북구 보국문로11길 6,매일,37.608471,127.009681,120,,,,,,,
정릉아리랑시장,상설장,서울특별시 성북구 정릉로26가길 36,매일,37.602768,127.011039,54,,,,,,,
마천시장,상설장,서울특별시 송파구 마천로45길 23,매일,37.49808049,127.150696,69,,,,,,,
마천중앙시장,상설장,서울특별시 송파구 마천로51가길 23,매일,37.498414,127.151336,139,,,,,,,
방이시장,상설장,서울특별시 송파구 가락로 243,매일,37.509952,127.117866,136,,,,,,,
새마을시장,상설장,서울특별시 송파구 백제고분로15길 42,매일,37.509089,127.0849001,107,,,,,,,
석촌시장,상설장,서울특별시 송파구 송파대로37길 52,매일,37.500173,127.106525,60,,,,,,,
풍납시장,상설장,서울특별시 송파구 바람드리길 34,매일,37.537565,127.119493,160,,,,,,,
경창시장,상설장,서울특별시 양천구 오목로9길 31,매일,37.524934,126.842121,50,,,,,,,
목2동시장,상설장,서울특별시 양천구 목동중앙북로16길 3,매일,37.5460499,126.873887,96,,,,,,,
목동깨비시장 (목3동시장),상설장,서울특별시 양천구 목동중앙북로6길 5,매일,37.548185,126.865229,105,,,,,,,
목사랑시장 (목4동시장),상설장,서울특별시 양천구 목동중앙남로7길 8,매일,37.537616,126.866218,85,,,,,,,
신월1동신영시장,상설장,서울특별시 양천구 월정로 161-5,매일,37.533014,126.836025,127,,,,,,,
우성상가시장,상설장,서울특별시 양천구 지양로 78,매일,37.52265956,126.833571,9,,,,,,,
월정로시장,상설장,서울특별시 양천구 월정로29길 3,매일,37.533473,126.835689,123,,,,,,,
대림중앙시장,상설장,서울특별시 영등포구 디지털로 372,매일,37.490384,126.901268,91,,,,,,,
대신시장,상설장,서울특별시 영등포구 도신로60길 7,매일,37.511071,126.917586,202,,,,,,,
동남상가,상설장,서울특별시 영등포구 영등포로37길 4,매일,37.520597,126.9056598,73,,,,,,,
청량리농수산물시장,상설장,서울특별시 동대문구 경동시장로 21,매일,37.580914,127.0403796,121,,,,,,,
청량리수산시장,상설장,서울특별시 동대문구 고산자로34길 48,매일,37.578073,127.040951,100,,,,,,,
청량리전통시장,상설장,서울특별시 동대문구 경동시장로8길 30,매일,37.580887,127.042326,103,,,,,,,
청량리종합시장,상설장,서울특별시 동대문구 경동시장로 3-1,매일,37.579338,127.040858,135,,,,,,,
청량리청과물시장,상설장,서울특별시 동대문구 경동시장로 7,매일,37.57959,127.040684,150,,,,,,,
청량종합도매시장(깡통시장),상설장,서울특별시 동대문구 경동시장로9가길 16,매일,37.581909,127.040311,56,,,,,,,
회기시장,상설장,서울특별시 동대문구 회기로25길 11,매일,37.59097015,127.054979,64,,,,,,,
강남시장,상설장,서울특별시 동작구 상도로 357,매일,37.49693976,126.953541,30,,,,,,,
남성시장,상설장,서울특별시 동작구 동작대로29길 8,매일,37.48816011,126.981565,153,,,,,,,
남성역골목시장,상설장,서울특별시 동작구 사당로16가길 19,매일,37.482988,126.972325,78,,,,,,,
본동인정시장,상설장,서울특별시 동작구 매봉로 177,매일,37.51223042,126.951897,30,,,,,,,
