name,시장유형,소재지도로명주소,시장개설주기,lat,long,점포수,,,,,,,
사당시장,상설장,서울특별시 동작구 사당로 244,매일,37.482883,126.975338,18,,,,,,,
상도전통시장,상설장,서울특별시 동작구 상도로47길 8,매일,37.499677,126.951537,73,,,,,,,
성대시장,상설장,서울특별시 동작구 상도로 102,매일,37.499943,126.931776,43,,,,,,,
성대전통시장,상설장,서울특별시 동작구 국사봉1길 41,매일,37.499218,126.930857,104,,,,,,,
공덕시장,상설장,서울특별시 마포구 만리재로 19,매일,37.544795,126.953258,170,,,,,,,
동진시장,상설장,서울특별시 마포구 성미산로 198,매일,37.562377,126.926763,19,,,,,,,
마포농수산물시장,상설장,서울특별시 마포구 월드컵로 235,매일,37.565199,126.898483,121,,,,,,,
마포시장,상설장,서울특별시 마포구 마포대로6길 16,매일,37.545392,126.953319,90,,,,,,,
망원동월드컵시장,상설장,서울특별시 마포구 망원로7길 31,매일,37.558731,126.905081,50,,,,,,,
망원시장,상설장,서울특별시 마포구 망원로8길 7,매일,37.557157,126.905994,79,,,,,,,
서교시장,상설장,서울특별시 마포구 홍익로3길 20,매일,37.553516,126.921715,63,,,,,,,
아현시장,상설장,서울특별시 마포구 굴레방로7길 8,매일,37.556407,126.955081,150,,,,,,,
영진시장,상설장,서울특별시 마포구 동교로12길 21,매일,37.553465,126.912692,61,,,,,,,
백련시장,상설장,서울특별시 서대문구 가재울로6길 53-87,매일,37.577001,126.923101,66,,,,,,,
연희사러가,상설장,서울특별시 서대문구 연희맛로 23,매일,37.567155,126.929661,30,,,,,,,
영천시장,상설장,서울특별시 서대문구 통일로 189-1,매일,37.570334,126.961848,135,,,,,,,
유진상가,상설장,서울특별시 서대문구 통일로 484,매일,37.591607,126.942942,67,,,,,,,
인왕시장,상설장,서울특별시 서대문구 인왕시장길 24,매일,37.591218,126.943319,158,,,,,,,
신성종합시장(건물형),상설장,서울특별시 광진구 용마산로 50,매일,37.558081,127.088051,26,,,,,,,
영동교골목시장,상설장,서울특별시 광진구 동일로10길 47,매일,37.537526,127.064205,57,,,,,,,
자양전통시장,상설장,서울특별시 광진구 뚝섬로47길 45-2,매일,37.534382,127.079189,136,,,,,,,
중곡제일전통시장(중곡제일시장),상설장,서울특별시 광진구 긴고랑로11길 14,매일,37.563883,127.081765,137,,,,,,,
화양제일골목시장,상설장,서울특별시 광진구 아차산로29길 59,매일,37.543491,127.069292,63,,,,,,,
가리봉시장,상설장,서울특별시 구로구 우마3길 15,매일,37.481677,126.889078,66,,,,,,,
개봉중앙시장,상설장,서울특별시 구로구 개봉로17길 34,매일,37.491784,126.854072,21,,,,,,,
개봉프라자,상설장,서울특별시 구로구 고척로40길 19,매일,37.501957,126.8511199,98,,,,,,,
고척근린시장,상설장,서울특별시 구로구 고척로40길 19,매일,37.501957,126.8511199,69,,,,,,,
구로시장,상설장,서울특별시 구로구 구로동로22길 17-4,매일,37.48963005,126.8856198,159,,,,,,,
남구로시장,상설장,서울특별시 구로구 구로동로26길 41,매일,37.490208,126.886432,184,,,,,,,
남문시장,상설장,서울특별시 금천구 시흥대로144길 17,매일,37.473767,126.900424,108,,,,,,,
은행나무시장,상설장,서울특별시 금천구 금하로25길 9,매일,37.451318,126.909349,62,,,,,,,
비단길현대시장,상설장,서울특별시 금천구 독산로27길 52,매일,37.457727,126.904877,228,,,,,,,
공릉동도깨비시장,상설장,서울특별시 노원구 동일로180길 37,매일,37.62269037,127.076249,106,,,,,,,
방학동도깨비시장,상설장,서울특별시 도봉구 도당로13가길 17,매일,37.665941,127.036206,88,,,,,,,
백운시장,상설장,서울특별시 도봉구 삼양로154길 30,매일,37.655496,127.014885,54,,,,,,,
쌍문시장,상설장,서울특별시 도봉구 도봉로113길 20,매일,37.648367,127.032968,96,,,,,,,
창동골목시장,상설장,서울특별시 도봉구 덕릉로58길 16,매일,37.638401,127.039145,62,,,,,,,
창동신창시장,상설장,서울특별시 도봉구 덕릉로57길 17,매일,37.639435,127.037455,77,,,,,,,
경동광성상가,상설장,서울특별시 동대문구 고산자로 464,매일,37.580991,127.0388095,102,,,,,,,
경동시장,상설장,서울특별시 동대문구 왕산로 147,매일,37.578784,127.039659,678,,,,,,,
답십리시장,상설장,서울특별시 동대문구 답십리로51길 3-10,매일,37.573194,127.058066,56,,,,,,,
답십리현대시장,상설장,서울특별시 동대문구 전농로4길 38,매일,37.566782,127.058649,101,,,,,,,
동부시장,상설장,서울특별시 동대문구 천호대로 281,매일,37.567576,127.052209,30,,,,,,,
동서시장,상설장,서울특별시 동대문구 왕산로33길 13,매일,37.579726,127.041221,43,,,,,,,
서울약령시장,상설장,서울특별시 동대문구 약령중앙로 26,매일,37.58060041,127.037587,1007,,,,,,,
전농로터리시장,상설장,서울특별시 동대문구 전농로15길 7,매일,37.578144,127.057028,85,,,,,,,
우이시장,상설장,서울특별시 강북구 노해로23길 68,매일,37.646037,127.020016,31,,,,,,,
장미원골목시장,상설장,서울특별시 강북구 삼양로 464,매일,37.644633,127.016016,108,,,,,,,
까치산시장,상설장,서울특별시 강서구 강서로12길 14,매일,37.531531,126.8478603,138,,,,,,,
남부골목시장,상설장,서울특별시 강서구 곰달래로55길 4,매일,37.532238,126.8607298,153,,,,,,,
남부화곡시장,상설장,서울특별시 강서구 등촌로5길 80,매일,37.533071,126.858952,20,,,,,,,
대원종합시장,상설장,서울특별시 강서구 화곡로21길 78,매일,37.544487,126.836475,40,,,,,,,
등마루시장,상설장,서울특별시 강서구 화곡로68길 120,매일,37.55666003,126.860265,60,,,,,,,
방신전통시장,상설장,서울특별시 강서구 방화동로16길 32,매일,37.571508,126.812647,94,,,,,,,
신월중앙시장,상설장,서울특별시 강서구 강서로5나길 109,매일,37.527969,126.841906,30,,,,,,,
화곡본동시장,상설장,서울특별시 강서구 까치산로 35,매일,37.542885,126.844129,50,,,,,,,
화곡중앙골목시장,상설장,서울특별시 강서구 월정로30길 66,매일,37.534884,126.839506,58,,,,,,,
관악신사시장,상설장,서울특별시 관악구 관천로19길 89,매일,37.486792,126.917073,104,,,,,,,
봉일시장,상설장,서울특별시 관악구 은천로 28,매일,37.485925,126.9383804,24,,,,,,,
봉천제일종합시장,상설장,서울특별시 관악구 청룡2길 29,매일,37.48124954,126.944416,30,,,,,,,
봉천중앙시장,상설장,서울특별시 관악구 관악로 211,매일,37.484196,126.954327,30,,,,,,,
봉천현대시장,상설장,서울특별시 관악구 양녕로 49,매일,37.486431,126.946515,32,,,,,,,
신림종합시장,상설장,서울특별시 관악구 남부순환로157길 63,매일,37.484646,126.917093,26,,,,,,,
신림중앙시장,상설장,서울특별시 관악구 조원로16길 27,매일,37.483145,126.911421,292,,,,,,,
신림현대종합상가,상설장,서울특별시 관악구 신림로29길 3-20,매일,37.474627,126.933805,89,,,,,,,
신신림시장,상설장,서울특별시 관악구 원신2길 34,매일,37.470661,126.932146,40,,,,,,,
신원시장,상설장,서울특별시 관악구 신원로3길 20-3,매일,37.482066,126.927379,121,,,,,,,
우림시장,상설장,서울특별시 관악구 난곡로26길 19,매일,37.470466,126.921091,95,,,,,,,
인헌시장,상설장,서울특별시 관악구 남부순환로246나길 14,매일,37.474862,126.9647704,50,,,,,,,
펭귄시장,상설장,서울특별시 관악구 조원로16길 27,매일,37.483145,126.911421,80,,,,,,,
광성시장,상설장,서울특별시 광진구 능동로47길 30,매일,37.563586,127.0811202,132,,,,,,,
노룬산골목시장(인정시장),상설장,서울특별시 광진구 자양로 44-6,매일,37.532183,127.086239,30,,,,,,,
노룬산시장(건물형),상설장,서울특별시 광진구 뚝섬로 491,매일,37.536485,127.064878,58,,,,,,,
능동로골목시장,상설장,서울특별시 광진구 뚝섬로30길 23,매일,37.535145,127.066656,87,,,,,,,
강남시장,상설장,서울특별시 강남구 압구정로2길 46,매일,37.518767,127.020692,70,,,,,,,
신사상가,상설장,서울특별시 강남구 압구정로29길 72-1,매일,37.532288,127.028402,90,,,,,,,
영동전통시장,상설장,서울특별시 강남구 강남대로128길 20,매일,37.509995,127.023823,110,,,,,,,
청담삼익시장,상설장,서울특별시 강남구 학동로101길 26,매일,37.522445,127.0576204,183,,,,,,,
고분다리전통시장,상설장,서울특별시 강동구 구천면로34길 13,매일,37.54248956,127.131929,106,,,,,,,
길동복조리시장,상설장,서울특별시 강동구 천호대로193길 37,매일,37.537571,127.143762,166,,,,,,,
둔촌역전통시장,상설장,서울특별시 강동구 양재대로91길 20,매일,37.528059,127.134969,125,,,,,,,
명일전통시장,상설장,서울특별시 강동구 양재대로138길 20,매일,37.549532,127.144954,90,,,,,,,
성내전통시장,상설장,서울특별시 강동구 천호대로162길 61,매일,37.534168,127.127889,82,,,,,,,
암사종합시장,상설장,서울특별시 강동구 상암로11길 17,매일,37.550546,127.128715,113,,,,,,,
강북북부시장,상설장,서울특별시 강북구 한천로123길 26,매일,37.636236,127.030342,50,,,,,,,
동북시장,상설장,서울특별시 강북구 솔샘로 233,매일,37.620422,127.019095,28,,,,,,,
수유북부시장,상설장,서울특별시 강북구 삼양로91길 11,매일,37.636758,127.016487,25,,,,,,,
수유시장,상설장,서울특별시 강북구 도봉로67길 18,매일,37.630729,127.022668,60,,,,,,,
수유재래시장,상설장,서울특별시 강북구 도봉로71길 26,매일,37.63153004,127.0223303,110,,,,,,,
수유전통시장(수유골목시장),상설장,서울특별시 강북구 도봉로67길 18,매일,37.630729,127.022668,85,,,,,,,
수유중앙시장,상설장,서울특별시 강북구 노해로17길 21,매일,37.640337,127.021176,40,,,,,,,
수유프라자,상설장,서울특별시 강북구 도봉로 261,매일,37.631693,127.023467,88,,,,,,,
숭인시장,상설장,서울특별시 강북구 도봉로 45,매일,37.613144,127.029453,90,,,,,,,
팔달신시장,상설장,대구광역시 북구 노원로 33,매일,35.892288,128.566322,520,,,,,,,
산업용재관,상설장,대구광역시 북구 유통단지로 16,매일,35.904966,128.606396,1062,,,,,,,
섬유제품관,상설장,대구광역시 북구 유통단지로 60,매일,35.906279,128.609661,146,,,,,,,
전기재료관,상설장,대구광역시 북구 유통단지로 38,매일,35.905061,128.607713,141,,,,,,,
전기조명관,상설장,대구광역시 북구 유통단지로 50,매일,35.905696,128.608275,83,,,,,,,
전자관,상설장,대구광역시 북구 유통단지로 45,매일,35.907203,128.607019,1011,,,,,,,
전자상가,상설장,대구광역시 북구 유통단지로 25,매일,35.905457,128.604982,369,,,,,,,
칠성본시장,상설장,대구광역시 북구 칠성시장로 15-1,매일,35.875515,128.60438,78,,,,,,,
칠성전자주방시장,상설장,대구광역시 북구 칠성시장로 73-1,매일,35.880234,128.601551,110,,,,,,,
대평리시장,상설장,대구광역시 서구 문화로49길 25,매일,35.878011,128.558935,75,,,,,,,
새길시장,상설장,대구광역시 서구 달서로6길 3-1,매일,35.865039,128.571568,69,,,,,,,
서구시장,상설장,대구광역시 서구 국채보상로45길 33,매일,35.873938,128.5556896,65,,,,,,,
서부시장,상설장,대구광역시 서구 달서로26길 7-2,매일,35.87330956,128.572047,135,,,,,,,
신평리시장,상설장,대구광역시 서구 국채보상로52길 33,매일,35.868099,128.560686,140,,,,,,,
원고개시장,상설장,대구광역시 서구 통학로46길 48,매일,35.88028036,128.568298,127,,,,,,,
원대신시장,상설장,대구광역시 서구 달서로54길 6,매일,35.885535,128.574801,59,,,,,,,
이현시장,상설장,대구광역시 서구 문화로33길 24,매일,35.876951,128.550636,54,,,,,,,
중평시장,상설장,대구광역시 서구 서대구로17길 16,매일,35.865371,128.553907,77,,,,,,,
동성시장,상설장,대구광역시 수성구 들안로 285-57,매일,35.855659,128.616956,99,,,,,,,
수성시장,상설장,대구광역시 수성구 들안로 285-56,매일,35.855655,128.617006,98,,,,,,,
신매시장,상설장,대구광역시 수성구 신매로16길 24-4,매일,35.83727992,128.709722,178,,,,,,,
지산목련시장(지산종합시장),상설장,대구광역시 수성구 용학로42길 9,매일,35.820797,128.631863,58,,,,,,,
청구시장,상설장,대구광역시 수성구 만촌로 66,매일,35.864854,128.644077,60,,,,,,,
태백시장,상설장,대구광역시 수성구 들안로 281,매일,35.855188,128.616759,61,,,,,,,
황금시장,상설장,대구광역시 수성구 청솔로 19,매일,35.84839977,128.619956,30,,,,,,,
교동시장,상설장,대구광역시 중구 교동2길 11,매일,35.873701,128.598366,147,,,,,,,
남문시장,상설장,대구광역시 중구 명륜로 70,매일,35.861081,128.591983,240,,,,,,,
동산상가,상설장,대구광역시 중구 큰장로26길 65,매일,35.868955,128.5817199,816,,,,,,,
명품프라자상가,상설장,대구광역시 중구 큰장로28길 27,매일,35.869908,128.580904,213,,,,,,,
용산종합큰시장,상설장,대구광역시 달서구 달구벌대로301길 187-11,매일,35.858051,128.531172,91,,,,,,,
월배시장,상설장,대구광역시 달서구 월배로24길 13,매일,35.814074,128.527398,315,,,,,,,
월성청구시장,상설장,대구광역시 달서구 학산로 17,매일,35.827531,128.531104,75,,,,,,,
두류신시장,상설장,대구광역시 달서구 당산동길 27,매일,35.845275,128.546225,82,,,,,,,
논공중앙시장,상설장,대구광역시 달성군 논공읍 용호로2길 12,매일,35.728387,128.446591,60,,,,,,,
현풍백년도깨비시장,상설장+5일장,대구광역시 달성군 현풍읍 현풍로6길 5,5일+10일,35.694761,128.442229,65,,,,,,,
화원시장,상설장+5일장,대구광역시 달성군 화원읍 비슬로512길 58-5,1일+6일,35.801292,128.499094,36,,,,,,,
공항시장,상설장,대구광역시 동구 해동로3길 6,매일,35.896393,128.638242,62,,,,,,,
동구시장,상설장,대구광역시 동구 효목로 8,매일,35.874055,128.639573,123,,,,,,,
동대구역전시장,상설장,대구광역시 동구 동부로16길 18,매일,35.874301,128.620568,35,,,,,,,
동서시장,상설장,대구광역시 동구 아양로37길 51-1,매일,35.888204,128.6333701,82,,,,,,,
목련시장,상설장+5일장,대구광역시 동구 반야월로30길 61-1,1일+6일,35.869982,128.704661,64,,,,,,,
반야월종합시장,상설장,대구광역시 동구 율하동로 143,매일,35.872406,128.702448,91,,,,,,,
방촌시장,상설장,대구광역시 동구 동촌로46길 2,매일,35.881302,128.664427,98,,,,,,,
불로전통시장,상설장+5일장,대구광역시 동구 반야월로1길 7,1일+6일,35.87461007,128.688973,100,,,,,,,
송라시장,상설장,대구광역시 동구 동부로5길 10,매일,35.874485,128.615311,48,,,,,,,
평화시장,상설장,대구광역시 동구 아양로9길 6-6,매일,35.88259978,128.619399,71,,,,,,,
대구능금시장,상설장,대구광역시 북구 칠성남로 197-15,매일,35.87714991,128.601968,136,,,,,,,
대구청과시장,상설장,대구광역시 북구 칠성시장로 34,매일,35.87702959,128.603913,116,,,,,,,
동대구시장,상설장,대구광역시 북구 대현로20길 30,매일,35.881079,128.609091,83,,,,,,,
동대구신시장,상설장,대구광역시 북구 대현로 100,매일,35.882191,128.609791,103,,,,,,,
산격종합시장,상설장,대구광역시 북구 대동로1길 34,매일,35.898637,128.610352,300,,,,,,,
삼성시장,상설장,대구광역시 북구 칠성시장로 42,매일,35.877819,128.6034802,60,,,,,,,
서변중앙시장,상설장+5일장,대구광역시 북구 호국로43길 27,2일+7일,35.921003,128.596176,65,,,,,,,
중앙시장,상설장,대구광역시 북구 태전로 15,매일,35.921664,128.544908,38,,,,,,,
칠곡시장,상설장+5일장,대구광역시 북구 칠곡중앙대로 526,1일+6일,35.942525,128.551221,62,,,,,,,
칠성시장,상설장,대구광역시 북구 칠성남로 229,매일,35.87631033,128.605429,243,,,,,,,
칠성진시장,상설장,대구광역시 북구 칠성시장로 19,매일,35.875719,128.604065,106,,,,,,,
방천시장,상설장,대구광역시 중구 달구벌대로446길 2,매일,35.862237,128.605933,70,,,,,,,
남부시장,상설장,대구광역시 남구 현충로19길 43,매일,35.841403,128.576929,93,,,,,,,
대명시장,상설장,대구광역시 남구 명덕로 60,매일,35.858409,128.577165,131,,,,,,,
대명신시장,상설장,대구광역시 남구 명덕로14길 16,매일,35.85802009,128.576886,118,,,,,,,
대명중앙시장,상설장,대구광역시 남구 대명로20길 56,매일,35.836807,128.567707,70,,,,,,,
명덕시장,상설장,대구광역시 남구 대명로57길 10-46,매일,35.844796,128.588269,42,,,,,,,
봉덕시장,상설장,대구광역시 남구 대봉로17길 5-3,매일,35.845711,128.603691,70,,,,,,,
봉덕신시장,상설장,대구광역시 남구 봉덕로 115,매일,35.845139,128.603394,251,,,,,,,
성당시장,상설장,대구광역시 남구 성당로 196,매일,35.850169,128.5729695,100,,,,,,,
안지랑시장,상설장,대구광역시 남구 안지랑로16길 67,매일,35.836856,128.575154,135,,,,,,,
영선신시장,상설장,대구광역시 남구 중앙대로48길 36,매일,35.852305,128.592921,118,,,,,,,
달서송림시장,상설장,대구광역시 달서구 구마로 176,매일,35.836861,128.547072,45,,,,,,,
달서시장,상설장,대구광역시 달서구 당산로 35,매일,35.840195,128.544242,215,,,,,,,
대곡시장,상설장,대구광역시 달서구 도원로 24,매일,35.807583,128.535459,77,,,,,,,
대구대동시장,상설장,대구광역시 달서구 상원로 22-24,매일,35.811671,128.537786,102,,,,,,,
대구예전우시장,상설장,대구광역시 달서구 야외음악당로47길 111,매일,35.858536,128.562032,56,,,,,,,
도원시장,상설장,대구광역시 달서구 도원로동길 8,매일,35.8075801,128.536719,54,,,,,,,
두류종합시장,상설장,대구광역시 달서구 당산동길 9,매일,35.845493,128.545142,110,,,,,,,
보성은하상가,상설장,대구광역시 달서구 월곡로 320,매일,35.823583,128.534298,30,,,,,,,
상원시장,상설장,대구광역시 달서구 상인로 9,매일,35.809027,128.551285,70,,,,,,,
상인영남상가,상설장,대구광역시 달서구 상인서로 76,매일,35.816518,128.542577,32,,,,,,,
서남시장,상설장,대구광역시 달서구 달구벌대로329길 17,매일,35.854367,128.545173,19,,,,,,,
서남신시장,상설장,대구광역시 달서구 달구벌대로329길 10,매일,35.854013,128.545901,140,,,,,,,
서대구시장,상설장,대구광역시 달서구 명덕로2길 30,매일,35.860598,128.570687,89,,,,,,,
성서보성화성상가,상설장,대구광역시 달서구 계대동문로 99,매일,35.855664,128.504121,34,,,,,,,
송경종합시장,상설장,대구광역시 달서구 앞산순환로49길 73,매일,35.827097,128.551634,78,,,,,,,
송현주공시장(월촌역시장),상설장,대구광역시 달서구 송현로12안길 38,매일,35.822741,128.548177,45,,,,,,,
신내당시장,상설장,대구광역시 달서구 야외음악당로39길 62,매일,35.854621,128.553854,92,,,,,,,
와룡시장,상설장,대구광역시 달서구 성서서로69길 7,매일,35.855816,128.499326,139,,,,,,,
성서용산시장,상설장,대구광역시 달서구 성지로 66-1,매일,35.855138,128.521374,110,,,,,,,
만물의거리시장,상설장,부산광역시 중구 국제시장2길 24-1,매일,35.101485,129.028551,77,,,,,,,
보수종합시장,상설장,부산광역시 중구 보수대로 94,매일,35.104211,129.021808,72,,,,,,,
부산데파트,상설장,부산광역시 중구 중앙대로 2,매일,35.098305,129.036702,100,,,,,,,
부산자갈밭시장,상설장,부산광역시 중구 자갈치해안로 52,매일,35.096614,129.030584,61,,,,,,,
부평깡통시장,상설장,부산광역시 중구 부평1길 48,매일,35.101559,129.026021,473,,,,,,,
새영주시장,상설장,부산광역시 중구 초량중로 6,매일,35.112702,129.036302,68,,,,,,,
신동아수산물종합시장,상설장,부산광역시 중구 자갈치로 42,매일,35.096721,129.0286701,520,,,,,,,
신창상가,상설장,부산광역시 중구 중구로34번길 21-1,매일,35.101179,129.030201,194,,,,,,,
신천지시장,상설장,부산광역시 중구 자갈치로 33,매일,35.097055,129.0278397,159,,,,,,,
아리랑거리,상설장,부산광역시 중구 중구로30번길 12,매일,35.100457,129.028969,229,,,,,,,
영주시장,상설장,부산광역시 중구 대영로 242,매일,35.11189976,129.036985,34,,,,,,,
월드밸리,상설장,부산광역시 중구 대청로 60,매일,35.102804,129.026358,304,,,,,,,
자갈치시장,상설장,부산광역시 중구 자갈치해안로 52,매일,35.096614,129.030584,320,,,,,,,
창선상가,상설장,부산광역시 중구 중구로 45,매일,35.10194037,129.027741,140,,,,,,,
반송큰시장(반송2동시장),상설장,부산광역시 해운대구 윗반송로51번길 86,매일,35.231117,129.1562096,154,,,,,,,
반송골목시장,상설장,부산광역시 해운대구 아랫반송로39번길 18-3,매일,35.224288,129.150333,79,,,,,,,
반송시장,상설장,부산광역시 해운대구 아랫반송로21번길 41,매일,35.226474,129.14805,22,,,,,,,
반여2동상가시장,상설장,부산광역시 해운대구 해운대로61번길 95-83,매일,35.196026,129.129048,85,,,,,,,
반여3동골목시장,상설장,부산광역시 해운대구 재반로256번길 8,매일,35.199939,129.132053,60,,,,,,,
반여시장,상설장,부산광역시 해운대구 재반로226번길 48,매일,35.197703,129.133427,145,,,,,,,
우동종합상가시장,상설장,부산광역시 해운대구 해운대로383번길 37-10,매일,35.17067972,129.138858,51,,,,,,,
재송시장,상설장,부산광역시 해운대구 재송1로60번길 16,매일,35.186586,129.123676,68,,,,,,,
재송한마음시장,상설장,부산광역시 해운대구 재반로 81-20,매일,35.186075,129.124606,83,,,,,,,
좌동재래시장,상설장,부산광역시 해운대구 좌동로91번길 20,매일,35.173069,129.174456,76,,,,,,,
해운대시장,상설장,부산광역시 해운대구 구남로41번길 22-1,매일,35.161404,129.162315,111,,,,,,,
관문상가시장,상설장,대구광역시 남구 월배로 494,매일,35.836544,128.557281,297,,,,,,,
관문시장,상설장,대구광역시 남구 관문시장2길 43,매일,35.835536,128.559064,122,,,,,,,
광덕시장,상설장,대구광역시 남구 자유6길 50,매일,35.837193,128.582417,100,,,,,,,
광안종합시장,상설장,부산광역시 수영구 무학로49번길 71,매일,35.164422,129.118178,35,,,,,,,
남천해변시장,상설장,부산광역시 수영구 광안해변로15번길 77,매일,35.139156,129.109041,160,,,,,,,
동방시장,상설장,부산광역시 수영구 감포로8번길 10,매일,35.159124,129.121275,30,,,,,,,
망미삼성상가시장,상설장,부산광역시 수영구 망미로30번길 23,매일,35.168609,129.100826,20,,,,,,,
망미새상가시장,상설장,부산광역시 수영구 연수로275번길 9,매일,35.173616,129.100756,32,,,,,,,
망미종합시장,상설장,부산광역시 수영구 연수로310번길 16,매일,35.171802,129.103563,18,,,,,,,
망미중앙시장,상설장,부산광역시 수영구 과정로 6-5,매일,35.172368,129.109333,106,,,,,,,
민락골목시장,상설장,부산광역시 수영구 광안해변로277번길 39,매일,35.15760964,129.123652,78,,,,,,,
민락씨랜드시장,상설장,부산광역시 수영구 광안해변로 299,매일,35.156974,129.126396,55,,,,,,,
민락어패류시장,상설장,부산광역시 수영구 광안해변로 278,매일,35.155696,129.124351,48,,,,,,,
민락회타운시장,상설장,부산광역시 수영구 광남로 158,매일,35.15516031,129.118641,45,,,,,,,
삼익비치A상가시장,상설장,부산광역시 수영구 광안해변로 100,매일,35.143753,129.115366,110,,,,,,,
삼익비치B상가시장,상설장,부산광역시 수영구 광안해변로 122,매일,35.145793,129.114965,111,,,,,,,
세흥시장,상설장,부산광역시 수영구 남천바다로 16,매일,35.149407,129.112316,40,,,,,,,
수영팔도시장,상설장,부산광역시 수영구 수영로725번길 36,매일,35.168782,129.116897,129,,,,,,,
현대종합상가시장,상설장,부산광역시 수영구 수영로741번길 12,매일,35.168408,129.120732,24,,,,,,,
거성시장,상설장,부산광역시 연제구 아시아드대로 56,매일,35.190006,129.0682199,19,,,,,,,
거제시장,상설장,부산광역시 연제구 거제시장로14번길 28,매일,35.181932,129.072793,84,,,,,,,
연동시장,상설장,부산광역시 연제구 연동로8번길 22,매일,35.188843,129.092523,23,,,,,,,
연미새시장,상설장,부산광역시 연제구 배산로 22,매일,35.174126,129.0945796,100,,,,,,,
연일시장,상설장,부산광역시 연제구 고분로 24,매일,35.185572,129.084877,50,,,,,,,
연천시장,상설장,부산광역시 연제구 과정로276번길 28,매일,35.189784,129.098089,93,,,,,,,
영남종합시장,상설장,부산광역시 연제구 중앙대로 1031,매일,35.180775,129.077018,31,,,,,,,
남항시장,상설장,부산광역시 영도구 절영로49번길 73-5,매일,35.088908,129.042263,252,,,,,,,
영도봉래시장,상설장,부산광역시 영도구 태종로105번길 36,매일,35.092721,129.043282,134,,,,,,,
청학시장,상설장,부산광역시 영도구 태종로316번길 1,매일,35.096604,129.060344,80,,,,,,,
남포동건어물도매시장,상설장,부산광역시 중구 용미길10번길 1,매일,35.096838,129.034728,127,,,,,,,
국제시장,상설장,부산광역시 중구 국제시장2길 25,매일,35.10154027,129.028311,620,,,,,,,
번개시장,상설장,대구광역시 중구 태평로 177-3,매일,35.875089,128.598131,120,,,,,,,
학장반도보라상가,상설장,부산광역시 사상구 대동로 98,매일,35.137291,128.979172,109,,,,,,,
부산광역시건축자재판매협동조합,상설장,부산광역시 사상구 강변대로 570,매일,35.132873,128.965382,70,,,,,,,
가락타운상가시장,상설장,부산광역시 사하구 하신번영로 233,매일,35.101078,128.957966,135,,,,,,,
감천2동시장,상설장,부산광역시 사하구 옥천로75번길 17,매일,35.093879,129.008848,54,,,,,,,
감천시장,상설장,부산광역시 사하구 옥천로 8,매일,35.08826986,129.005523,39,,,,,,,
괴정골목시장,상설장,부산광역시 사하구 사하로 198,매일,35.099333,128.993706,152,,,,,,,
다대씨-파크,상설장,부산광역시 사하구 다대동로 20,매일,35.055149,128.971973,245,,,,,,,
당리시장,상설장,부산광역시 사하구 제석로62번길 16,매일,35.105467,128.975352,52,,,,,,,
사하시장,상설장,부산광역시 사하구 장평로 451,매일,35.098351,128.986461,80,,,,,,,
신평골목시장,상설장,부산광역시 사하구 다대로134번길 27,매일,35.091083,128.977127,111,,,,,,,
신평종합시장,상설장,부산광역시 사하구 다대로134번길 44,매일,35.091622,128.976709,102,,,,,,,
에덴골목시장,상설장,부산광역시 사하구 낙동대로535번길 33,매일,35.111148,128.962721,40,,,,,,,
에덴시장,상설장,부산광역시 사하구 낙동대로535번길 28,매일,35.111484,128.962971,80,,,,,,,
장림골목시장,상설장,부산광역시 사하구 장림시장5길 95,매일,35.080469,128.967677,95,,,,,,,
장림시장,상설장,부산광역시 사하구 장림번영로 22,매일,35.080932,128.967739,37,,,,,,,
하단시장,상설장,부산광역시 사하구 승학로2번길 1,매일,35.106278,128.969494,40,,,,,,,
하단오일상설시장,상설장,부산광역시 사하구 제석로17번길 1,매일,35.10372011,128.970803,103,,,,,,,
대신시장,상설장,부산광역시 서구 대영로 78,매일,35.110329,129.019702,100,,,,,,,
동대신1동골목시장,상설장,부산광역시 서구 대영로74번길 4,매일,35.110308,129.019191,50,,,,,,,
서대신1동골목시장,상설장,부산광역시 서구 대영로30번길 19-1,매일,35.108658,129.014433,50,,,,,,,
서대신동골목시장,상설장,부산광역시 서구 구덕로295번길 4,매일,35.110421,129.0173205,107,,,,,,,
송남시장,상설장,부산광역시 서구 충무대로 34,매일,35.07851,129.016831,100,,,,,,,
아미시장,상설장,부산광역시 서구 아미초장로 132,매일,35.099652,129.0174795,37,,,,,,,
충무동골목시장,상설장,부산광역시 서구 충무대로267번길 5,매일,35.094282,129.023652,170,,,,,,,
충무동새벽시장,상설장,부산광역시 서구 해안새벽시장길 68,매일,35.093294,129.024739,142,,,,,,,
충무동해안시장,상설장,부산광역시 서구 자갈치로 14-12,매일,35.095883,129.025996,173,,,,,,,
광안시장,상설장,부산광역시 수영구 수영로603번길 18,매일,35.160118,129.112467,60,,,,,,,
광안어패류시장,상설장,부산광역시 수영구 민락수변로7번길 19,매일,35.155591,129.124534,30,,,,,,,
서면시장,상설장,부산광역시 부산진구 서면로 56,매일,35.155658,129.058141,209,,,,,,,
서면종합시장,상설장,부산광역시 부산진구 부전로162번길 28,매일,35.161915,129.058985,260,,,,,,,
서면중앙시장,상설장,부산광역시 부산진구 동성로 143,매일,35.160858,129.063289,150,,,,,,,
성곡종합시장,상설장,부산광역시 부산진구 새싹로 207-6,매일,35.174762,129.048078,58,,,,,,,
