지점,지점명,일시,기온(°C)
108,서울,2021-01-07 00:01,-8.4
108,서울,2021-01-07 00:02,-8.5
108,서울,2021-01-07 00:03,-8.5
108,서울,2021-01-07 00:04,-8.6
108,서울,2021-01-07 00:05,-8.6
108,서울,2021-01-07 00:06,-8.6
108,서울,2021-01-07 00:07,-8.7
108,서울,2021-01-07 00:08,-8.7
108,서울,2021-01-07 00:09,-8.7
108,서울,2021-01-07 00:10,-8.7
108,서울,2021-01-07 00:11,-8.7
108,서울,2021-01-07 00:12,-8.7
108,서울,2021-01-07 00:13,-8.7
108,서울,2021-01-07 00:14,-8.8
108,서울,2021-01-07 00:15,-8.8
108,서울,2021-01-07 00:16,-8.8
108,서울,2021-01-07 00:17,-8.8
108,서울,2021-01-07 00:18,-8.9
108,서울,2021-01-07 00:19,-8.9
108,서울,2021-01-07 00:20,-8.9
108,서울,2021-01-07 00:21,-8.9
108,서울,2021-01-07 00:22,-8.9
108,서울,2021-01-07 00:23,-8.9
108,서울,2021-01-07 00:24,-8.9
108,서울,2021-01-07 00:25,-8.9
108,서울,2021-01-07 00:26,-9
108,서울,2021-01-07 00:27,-9
108,서울,2021-01-07 00:28,-9
108,서울,2021-01-07 00:29,-9
108,서울,2021-01-07 00:30,-9
108,서울,2021-01-07 00:31,-9
108,서울,2021-01-07 00:32,-9.1
108,서울,2021-01-07 00:33,-9.1
108,서울,2021-01-07 00:34,-9.1
108,서울,2021-01-07 00:35,-9.1
108,서울,2021-01-07 00:36,-9.1
108,서울,2021-01-07 00:37,-9.1
108,서울,2021-01-07 00:38,-9.2
108,서울,2021-01-07 00:39,-9.2
108,서울,2021-01-07 00:40,-9.2
108,서울,2021-01-07 00:41,-9.2
108,서울,2021-01-07 00:42,-9.2
108,서울,2021-01-07 00:43,-9.2
108,서울,2021-01-07 00:44,-9.3
108,서울,2021-01-07 00:45,-9.3
108,서울,2021-01-07 00:46,-9.3
108,서울,2021-01-07 00:47,-9.3
108,서울,2021-01-07 00:48,-9.3
108,서울,2021-01-07 00:49,-9.3
108,서울,2021-01-07 00:50,-9.4
108,서울,2021-01-07 00:51,-9.4
108,서울,2021-01-07 00:52,-9.4
108,서울,2021-01-07 00:53,-9.5
108,서울,2021-01-07 00:54,-9.5
108,서울,2021-01-07 00:55,-9.5
108,서울,2021-01-07 00:56,-9.5
108,서울,2021-01-07 00:57,-9.5
108,서울,2021-01-07 00:58,-9.5
108,서울,2021-01-07 00:59,-9.6
108,서울,2021-01-07 01:00,-9.6
108,서울,2021-01-07 01:01,-9.6
108,서울,2021-01-07 01:02,-9.7
108,서울,2021-01-07 01:03,-9.7
108,서울,2021-01-07 01:04,-9.7
108,서울,2021-01-07 01:05,-9.7
108,서울,2021-01-07 01:06,-9.7
108,서울,2021-01-07 01:07,-9.8
108,서울,2021-01-07 01:08,-9.8
