name,lat,long,,,,,,,,,,,
금촌명동로시장,37.7630739,126.7735887,,,,,,,,,,,
봉일천시장,37.7432033,126.8072915,,,,,,,,,,,
속초중앙전통시장,38.20475131,128.5873483,,,,,,,,,,,
속초종합중앙시장,38.20452183,128.5901534,,,,,,,,,,,
다인,36.45035579,128.3557412,,,,,,,,,,,
신평,36.47035825,128.5061583,,,,,,,,,,,
안평,36.37545455,128.5798952,,,,,,,,,,,
염매,36.35027504,128.695902,,,,,,,,,,,
김포중앙시장,37.62610505,126.710509,,,,,,,,,,,
흥덕전통시장,35.52058954,126.7002283,,,,,,,,,,,
해리전통시장,35.45933217,126.5415058,,,,,,,,,,,
대산전통시장,35.34010874,126.5989796,,,,,,,,,,,
상하전통시장,35.44422672,126.4912177,,,,,,,,,,,
신철원전통시장,38.144755,127.3100254,,,,,,,,,,,
와수전통시장,38.23946579,127.439413,,,,,,,,,,,
동송전통시장,38.2089859,127.2192647,,,,,,,,,,,
동송전통시장,38.20880978,127.218876,,,,,,,,,,,
고창전통시장,35.43266509,126.6987705,,,,,,,,,,,
무장전통시장,35.41442786,126.5606051,,,,,,,,,,,
의성,36.346247,128.6991566,,,,,,,,,,,
단촌,36.422545,128.673903,,,,,,,,,,,
옥산,36.40119872,128.8024126,,,,,,,,,,,
금성,36.25298306,128.6845492,,,,,,,,,,,
봉양,36.29956469,128.5814145,,,,,,,,,,,
안계,36.38442411,128.4383471,,,,,,,,,,,
삼구시장,37.520144,126.9057495,,,,,,,,,,,
영신상가,37.51992006,126.906655,,,,,,,,,,,
영일시장,37.516135,126.900719,,,,,,,,,,,
영진시장(A동),37.500371,126.9159498,,,,,,,,,,,
만리시장,37.551333,126.963696,,,,,,,,,,,
보광시장,37.527196,127.000289,,,,,,,,,,,
신흥시장,37.545324,126.985086,,,,,,,,,,,
용산용문시장,37.536623,126.959796,,,,,,,,,,,
이촌종합시장,37.520739,126.974784,,,,,,,,,,,
이태원시장,37.533818,126.990048,,,,,,,,,,,
후암시장,37.550381,126.976634,,,,,,,,,,,
대림골목시장,37.587914,126.917508,,,,,,,,,,,
대림시장,37.586537,126.917578,,,,,,,,,,,
대조시장,37.609321,126.9276,,,,,,,,,,,
신응암시장,37.593908,126.918694,,,,,,,,,,,
연서시장,37.619691,126.922172,,,,,,,,,,,
제일시장,37.610623,126.929466,,,,,,,,,,,
증산종합시장,37.581469,126.905062,,,,,,,,,,,
광장시장,37.570113,126.999707,,,,,,,,,,,
동대문종합시장,37.570706,127.007329,,,,,,,,,,,
동대문종합시장D동상가,37.570706,127.007329,,,,,,,,,,,
동문시장㈜,37.570511,127.011128,,,,,,,,,,,
신설종합시장,37.57266959,127.020345,,,,,,,,,,,
종로신진시장,37.570228,127.004946,,,,,,,,,,,
통인시장,37.580767,126.969948,,,,,,,,,,,
한일상가,37.570134,127.003025,,,,,,,,,,,
동대문종합시장 신관(동대문쇼핑타운),37.570819,127.008091,,,,,,,,,,,
남부종합시장,37.494992,126.984806,,,,,,,,,,,
양재시장,37.484311,127.037966,,,,,,,,,,,
금남시장,37.548628,127.023044,,,,,,,,,,,
뚝도시장,37.537801,127.054827,,,,,,,,,,,
마장축산물시장,37.570682,127.041275,,,,,,,,,,,
용답상가시장,37.564169,127.052539,,,,,,,,,,,
길음시장,37.602781,127.021592,,,,,,,,,,,
돈암시장,37.591666,127.015712,,,,,,,,,,,
돌곶이시장(구 석관황금시장),37.609502,127.061658,,,,,,,,,,,
장위전통시장,37.612088,127.050805,,,,,,,,,,,
정릉시장,37.608471,127.009681,,,,,,,,,,,
정릉아리랑시장,37.602768,127.011039,,,,,,,,,,,
마천시장,37.49808049,127.150696,,,,,,,,,,,
마천중앙시장,37.498414,127.151336,,,,,,,,,,,
방이시장,37.509952,127.117866,,,,,,,,,,,
새마을시장,37.509089,127.0849001,,,,,,,,,,,
석촌시장,37.500173,127.106525,,,,,,,,,,,
풍납시장,37.537565,127.119493,,,,,,,,,,,
경창시장,37.524934,126.842121,,,,,,,,,,,
목2동시장,37.5460499,126.873887,,,,,,,,,,,
목동깨비시장 (목3동시장),37.548185,126.865229,,,,,,,,,,,
목사랑시장 (목4동시장),37.537616,126.866218,,,,,,,,,,,
신월1동신영시장,37.533014,126.836025,,,,,,,,,,,
우성상가시장,37.52265956,126.833571,,,,,,,,,,,
월정로시장,37.533473,126.835689,,,,,,,,,,,
대림중앙시장,37.490384,126.901268,,,,,,,,,,,
대신시장,37.511071,126.917586,,,,,,,,,,,
