지점,지점명,일시,기온(°C)
108,서울,2021-01-11 00:01,-6.6
108,서울,2021-01-11 00:02,-6.6
108,서울,2021-01-11 00:03,-6.6
108,서울,2021-01-11 00:04,-6.7
108,서울,2021-01-11 00:05,-6.7
108,서울,2021-01-11 00:06,-6.7
108,서울,2021-01-11 00:07,-6.7
108,서울,2021-01-11 00:08,-6.7
108,서울,2021-01-11 00:09,-6.7
108,서울,2021-01-11 00:10,-6.7
108,서울,2021-01-11 00:11,-6.7
108,서울,2021-01-11 00:12,-6.7
108,서울,2021-01-11 00:13,-6.8
108,서울,2021-01-11 00:14,-6.8
108,서울,2021-01-11 00:15,-6.8
108,서울,2021-01-11 00:16,-6.8
108,서울,2021-01-11 00:17,-6.8
108,서울,2021-01-11 00:18,-6.8
108,서울,2021-01-11 00:19,-6.8
108,서울,2021-01-11 00:20,-6.8
108,서울,2021-01-11 00:21,-6.8
108,서울,2021-01-11 00:22,-6.8
108,서울,2021-01-11 00:23,-6.8
108,서울,2021-01-11 00:24,-6.8
108,서울,2021-01-11 00:25,-6.9
108,서울,2021-01-11 00:26,-6.9
108,서울,2021-01-11 00:27,-6.9
108,서울,2021-01-11 00:28,-6.9
108,서울,2021-01-11 00:29,-6.9
108,서울,2021-01-11 00:30,-6.9
108,서울,2021-01-11 00:31,-6.9
108,서울,2021-01-11 00:32,-6.9
108,서울,2021-01-11 00:33,-6.9
108,서울,2021-01-11 00:34,-6.9
108,서울,2021-01-11 00:35,-6.9
108,서울,2021-01-11 00:36,-6.9
108,서울,2021-01-11 00:37,-6.9
108,서울,2021-01-11 00:38,-6.9
108,서울,2021-01-11 00:39,-6.9
108,서울,2021-01-11 00:40,-6.9
108,서울,2021-01-11 00:41,-6.9
108,서울,2021-01-11 00:42,-6.9
108,서울,2021-01-11 00:43,-6.9
108,서울,2021-01-11 00:44,-6.9
108,서울,2021-01-11 00:45,-6.9
108,서울,2021-01-11 00:46,-6.9
108,서울,2021-01-11 00:47,-6.9
108,서울,2021-01-11 00:48,-6.9
108,서울,2021-01-11 00:49,-6.9
108,서울,2021-01-11 00:50,-7
108,서울,2021-01-11 00:51,-7
108,서울,2021-01-11 00:52,-7
108,서울,2021-01-11 00:53,-7
108,서울,2021-01-11 00:54,-7
108,서울,2021-01-11 00:55,-7.1
108,서울,2021-01-11 00:56,-7.1
108,서울,2021-01-11 00:57,-7.1
108,서울,2021-01-11 00:58,-7.1
108,서울,2021-01-11 00:59,-7.1
108,서울,2021-01-11 01:00,-7.1
108,서울,2021-01-11 01:01,-7.1
108,서울,2021-01-11 01:02,-7.1
108,서울,2021-01-11 01:03,-7.2
108,서울,2021-01-11 01:04,-7.2
108,서울,2021-01-11 01:05,-7.2
108,서울,2021-01-11 01:06,-7.2
108,서울,2021-01-11 01:07,-7.2
108,서울,2021-01-11 01:08,-7.2
108,서울,2021-01-11 01:09,-7.3
