지점,지점명,일시,일 미세먼지 농도(㎍/㎥)
108,서울,2015-11-22,26
108,서울,2015-11-24,26
108,서울,2015-11-25,13
108,서울,2015-11-26,36
108,서울,2015-11-27,36
108,서울,2015-11-28,45
108,서울,2015-11-29,36
108,서울,2015-11-30,40
108,서울,2015-12-01,48
108,서울,2015-12-02,46
108,서울,2015-12-03,22
108,서울,2015-12-04,40
108,서울,2015-12-05,32
108,서울,2015-12-06,31
108,서울,2015-12-07,45
108,서울,2015-12-08,59
108,서울,2015-12-09,59
108,서울,2015-12-10,35
108,서울,2015-12-11,30
108,서울,2015-12-12,27
108,서울,2015-12-13,35
108,서울,2015-12-14,37
108,서울,2015-12-15,51
108,서울,2015-12-16,30
108,서울,2015-12-17,20
108,서울,2015-12-18,36
108,서울,2015-12-19,59
108,서울,2015-12-20,50
108,서울,2015-12-21,44
108,서울,2015-12-22,53
108,서울,2015-12-23,47
108,서울,2015-12-24,99
108,서울,2015-12-25,29
108,서울,2015-12-26,64
108,서울,2015-12-27,31
108,서울,2015-12-28,26
108,서울,2015-12-29,55
108,서울,2015-12-30,52
108,서울,2015-12-31,55
108,서울,2016-01-01,56
108,서울,2016-01-02,42
108,서울,2016-01-03,86
108,서울,2016-01-04,73
108,서울,2016-01-05,31
108,서울,2016-01-06,49
108,서울,2016-01-07,40
108,서울,2016-01-08,33
108,서울,2016-01-09,39
108,서울,2016-01-10,28
108,서울,2016-01-11,41
108,서울,2016-01-12,49
108,서울,2016-01-13,35
108,서울,2016-01-14,42
108,서울,2016-01-15,42
108,서울,2016-01-16,57
108,서울,2016-01-17,62
108,서울,2016-01-18,63
108,서울,2016-01-19,45
108,서울,2016-01-20,35
108,서울,2016-01-21,47
108,서울,2016-01-22,49
108,서울,2016-01-23,32
108,서울,2016-01-24,37
108,서울,2016-01-25,48
108,서울,2016-01-26,72
108,서울,2016-01-27,55
108,서울,2016-01-28,44
108,서울,2016-01-29,36
108,서울,2016-01-30,41
108,서울,2016-01-31,38
108,서울,2016-02-01,39
108,서울,2016-02-02,42
108,서울,2016-02-03,51
108,서울,2016-02-04,50
108,서울,2016-02-05,41
108,서울,2016-02-06,47
108,서울,2016-02-07,42
108,서울,2016-02-08,65
108,서울,2016-02-09,46
108,서울,2016-02-10,31
108,서울,2016-02-11,36
108,서울,2016-02-12,26
108,서울,2016-02-13,12
108,서울,2016-02-14,27
108,서울,2016-02-15,33
108,서울,2016-02-16,28
108,서울,2016-02-17,39
108,서울,2016-02-18,43
108,서울,2016-02-19,71
108,서울,2016-02-20,41
108,서울,2016-02-21,25
108,서울,2016-02-22,44
108,서울,2016-02-23,50
108,서울,2016-02-24,35
108,서울,2016-02-25,54
108,서울,2016-02-26,49
108,서울,2016-02-27,59
108,서울,2016-02-28,37
108,서울,2016-03-01,31
108,서울,2016-03-02,36
108,서울,2016-03-03,51
108,서울,2016-03-04,56
108,서울,2016-03-06,89
108,서울,2016-03-07,103
108,서울,2016-03-08,72
108,서울,2016-03-09,43
108,서울,2016-03-10,35
108,서울,2016-03-11,34
108,서울,2016-03-12,43
108,서울,2016-03-13,53
108,서울,2016-03-14,58
108,서울,2016-03-16,55
108,서울,2016-03-17,66
108,서울,2016-03-18,53
108,서울,2016-03-19,68
108,서울,2016-03-20,75
108,서울,2016-03-21,80
108,서울,2016-03-22,65
108,서울,2016-03-23,70
108,서울,2016-03-24,39
108,서울,2016-03-25,64
108,서울,2016-03-26,61
108,서울,2016-03-27,62
108,서울,2016-03-28,64
108,서울,2016-03-29,99
108,서울,2016-03-30,84
108,서울,2016-03-31,48
108,서울,2016-04-01,68
108,서울,2016-04-02,77
108,서울,2016-04-03,37
108,서울,2016-04-04,29
108,서울,2016-04-05,61
108,서울,2016-04-06,67
108,서울,2016-04-07,35
108,서울,2016-04-08,69
108,서울,2016-04-09,103
108,서울,2016-04-10,112
108,서울,2016-04-11,44
108,서울,2016-04-12,51
108,서울,2016-04-13,47
108,서울,2016-04-14,51
108,서울,2016-04-15,50
108,서울,2016-04-16,43
108,서울,2016-04-17,57
108,서울,2016-04-18,59
108,서울,2016-04-19,42
108,서울,2016-04-20,57
108,서울,2016-04-21,22
108,서울,2016-04-22,69
108,서울,2016-04-23,182
108,서울,2016-04-24,132
108,서울,2016-04-25,69
108,서울,2016-04-26,70
108,서울,2016-04-27,44
108,서울,2016-04-28,55
108,서울,2016-04-29,59
108,서울,2016-04-30,64
108,서울,2016-05-01,41
108,서울,2016-05-02,43
108,서울,2016-05-03,20
108,서울,2016-05-04,57
108,서울,2016-05-05,52
108,서울,2016-05-06,43
108,서울,2016-05-08,46
108,서울,2016-05-09,52
108,서울,2016-05-10,24
108,서울,2016-05-11,26
108,서울,2016-05-12,37
108,서울,2016-05-13,37
108,서울,2016-05-14,32
108,서울,2016-05-15,36
108,서울,2016-05-16,37
108,서울,2016-05-17,58
108,서울,2016-05-18,41
108,서울,2016-05-19,35
108,서울,2016-05-20,43
108,서울,2016-05-21,33
108,서울,2016-05-22,47
108,서울,2016-05-23,59
108,서울,2016-05-24,32
108,서울,2016-05-25,81
108,서울,2016-05-26,88
108,서울,2016-05-27,69
108,서울,2016-05-28,70
108,서울,2016-05-29,73
108,서울,2016-05-30,86
108,서울,2016-05-31,67
108,서울,2016-06-01,36
108,서울,2016-06-02,35
108,서울,2016-06-03,46
108,서울,2016-06-04,46
108,서울,2016-06-05,44
108,서울,2016-06-06,19
108,서울,2016-06-07,37
108,서울,2016-06-08,37
108,서울,2016-06-09,46
108,서울,2016-06-10,54
108,서울,2016-06-11,40
108,서울,2016-06-12,24
108,서울,2016-06-13,55
108,서울,2016-06-14,46
108,서울,2016-06-15,28
108,서울,2016-06-17,53
108,서울,2016-06-18,58
108,서울,2016-06-19,33
108,서울,2016-06-20,48
108,서울,2016-06-21,55
108,서울,2016-06-23,40
108,서울,2016-06-24,35
108,서울,2016-06-25,36
108,서울,2016-06-26,28
108,서울,2016-06-27,33
108,서울,2016-06-28,55
108,서울,2016-06-29,35
108,서울,2016-06-30,30
108,서울,2016-07-03,34
108,서울,2016-07-05,12
108,서울,2016-07-06,16
108,서울,2016-07-07,37
108,서울,2016-07-08,45
108,서울,2016-07-09,33
108,서울,2016-07-10,31
108,서울,2016-07-11,45
108,서울,2016-07-12,26
108,서울,2016-07-13,28
108,서울,2016-07-14,28
108,서울,2016-07-15,15
108,서울,2016-07-16,9
108,서울,2016-07-17,12
108,서울,2016-07-18,25
108,서울,2016-07-19,31
108,서울,2016-07-20,32
108,서울,2016-07-21,26
108,서울,2016-07-22,30
108,서울,2016-07-23,35
108,서울,2016-07-24,29
108,서울,2016-07-25,35
108,서울,2016-07-26,29
108,서울,2016-07-27,28
108,서울,2016-07-28,47
108,서울,2016-07-30,31
108,서울,2016-07-31,27
108,서울,2016-08-01,26
108,서울,2016-08-02,23
108,서울,2016-08-03,28
108,서울,2016-08-04,25
108,서울,2016-08-05,33
108,서울,2016-08-06,47
108,서울,2016-08-07,29
108,서울,2016-08-08,34
108,서울,2016-08-09,28
108,서울,2016-08-10,44
108,서울,2016-08-11,29
108,서울,2016-08-12,38
108,서울,2016-08-13,31
108,서울,2016-08-14,28
108,서울,2016-08-15,33
108,서울,2016-08-16,41
108,서울,2016-08-17,35
108,서울,2016-08-18,47
108,서울,2016-08-19,53
108,서울,2016-08-20,28
108,서울,2016-08-21,23
108,서울,2016-08-22,24
108,서울,2016-08-23,29
108,서울,2016-08-24,30
108,서울,2016-08-25,26
108,서울,2016-08-26,12
108,서울,2016-08-27,13
108,서울,2016-08-28,9
108,서울,2016-08-29,15
108,서울,2016-09-01,52
108,서울,2016-09-03,17
108,서울,2016-09-04,17
108,서울,2016-09-05,26
108,서울,2016-09-06,51
108,서울,2016-09-07,60
108,서울,2016-09-09,34
108,서울,2016-09-10,32
108,서울,2016-09-11,33
108,서울,2016-09-12,23
108,서울,2016-09-13,14
108,서울,2016-09-14,26
108,서울,2016-09-15,34
108,서울,2016-09-16,40
108,서울,2016-09-17,24
108,서울,2016-09-18,18
108,서울,2016-09-19,11
108,서울,2016-09-20,15
108,서울,2016-09-21,29
108,서울,2016-09-22,33
108,서울,2016-09-23,43
108,서울,2016-09-24,52
108,서울,2016-09-25,40
108,서울,2016-09-26,36
108,서울,2016-09-27,28
108,서울,2016-09-28,28
108,서울,2016-09-29,11
108,서울,2016-09-30,26
108,서울,2016-10-01,39
108,서울,2016-10-02,25
108,서울,2016-10-03,14
108,서울,2016-10-04,24
108,서울,2016-10-05,23
108,서울,2016-10-06,35
108,서울,2016-10-07,21
108,서울,2016-10-08,19
108,서울,2016-10-09,16
108,서울,2016-10-10,24
108,서울,2016-10-11,44
108,서울,2016-10-12,47
108,서울,2016-10-13,40
108,서울,2016-10-14,59
108,서울,2016-10-15,63
108,서울,2016-10-16,46
108,서울,2016-10-17,41
108,서울,2016-10-18,49
108,서울,2016-10-19,53
108,서울,2016-10-20,51
108,서울,2016-10-21,22
108,서울,2016-10-22,32
108,서울,2016-10-24,14
108,서울,2016-10-25,17
108,서울,2016-10-26,35
108,서울,2016-10-27,37
108,서울,2016-10-28,35
108,서울,2016-10-29,37
108,서울,2016-10-30,32
108,서울,2016-10-31,25
108,서울,2016-11-01,24
108,서울,2016-11-02,32
108,서울,2016-11-03,40
108,서울,2016-11-04,54
108,서울,2016-11-05,66
108,서울,2016-11-06,28
108,서울,2016-11-07,33
108,서울,2016-11-08,56
108,서울,2016-11-09,38
108,서울,2016-11-10,32
108,서울,2016-11-11,49
108,서울,2016-11-12,67
108,서울,2016-11-13,54
108,서울,2016-11-14,43
108,서울,2016-11-15,51
108,서울,2016-11-16,47
108,서울,2016-11-18,79
108,서울,2016-11-19,43
108,서울,2016-11-20,37
108,서울,2016-11-21,56
108,서울,2016-11-22,41
108,서울,2016-11-23,42
108,서울,2016-11-24,31
108,서울,2016-11-25,36
108,서울,2016-11-26,42
108,서울,2016-11-27,56
108,서울,2016-11-28,74
108,서울,2016-11-29,38
108,서울,2016-11-30,39
108,서울,2016-12-01,45
108,서울,2016-12-02,37
108,서울,2016-12-03,47
108,서울,2016-12-04,60
108,서울,2016-12-05,62
108,서울,2016-12-06,25
108,서울,2016-12-07,47
108,서울,2016-12-08,48
108,서울,2016-12-09,27
108,서울,2016-12-10,32
108,서울,2016-12-11,29
108,서울,2016-12-12,33
108,서울,2016-12-13,51
108,서울,2016-12-14,49
108,서울,2016-12-15,37
108,서울,2016-12-16,37
108,서울,2016-12-17,55
108,서울,2016-12-18,44
108,서울,2016-12-19,30
108,서울,2016-12-20,44
108,서울,2016-12-21,29
108,서울,2016-12-22,31
108,서울,2016-12-23,47
108,서울,2016-12-24,57
108,서울,2016-12-25,45
108,서울,2016-12-26,41
108,서울,2016-12-27,37
108,서울,2016-12-28,43
108,서울,2016-12-29,35
108,서울,2016-12-30,40
108,서울,2016-12-31,48
108,서울,2017-01-01,60
108,서울,2017-01-02,90
108,서울,2017-01-03,65
108,서울,2017-01-04,47
108,서울,2017-01-05,30
108,서울,2017-01-06,21
108,서울,2017-01-07,39
108,서울,2017-01-08,25
108,서울,2017-01-09,50
108,서울,2017-01-10,30
108,서울,2017-01-11,26
108,서울,2017-01-12,29
108,서울,2017-01-13,30
108,서울,2017-01-14,48
108,서울,2017-01-15,26
108,서울,2017-01-16,41
108,서울,2017-01-17,59
108,서울,2017-01-18,82
108,서울,2017-01-19,88
108,서울,2017-01-20,50
108,서울,2017-01-21,42
108,서울,2017-01-22,78
108,서울,2017-01-23,43
108,서울,2017-01-24,34
108,서울,2017-01-25,41
108,서울,2017-01-26,52
108,서울,2017-01-27,117
108,서울,2017-01-28,29
108,서울,2017-01-29,22
108,서울,2017-01-30,42
108,서울,2017-01-31,24
108,서울,2017-02-01,32
108,서울,2017-02-02,30
108,서울,2017-02-03,61
108,서울,2017-02-04,75
108,서울,2017-02-05,55
108,서울,2017-02-06,36
108,서울,2017-02-07,36
108,서울,2017-02-08,49
108,서울,2017-02-09,53
108,서울,2017-02-10,34
108,서울,2017-02-11,29
108,서울,2017-02-12,30
108,서울,2017-02-13,37
108,서울,2017-02-14,46
108,서울,2017-02-15,53
108,서울,2017-02-16,53
108,서울,2017-02-17,42
108,서울,2017-02-18,30
108,서울,2017-02-19,38
108,서울,2017-02-20,44
108,서울,2017-02-21,44
108,서울,2017-02-22,25
108,서울,2017-02-23,32
108,서울,2017-02-24,26
108,서울,2017-02-25,40
108,서울,2017-02-26,38
108,서울,2017-02-27,31
108,서울,2017-02-28,35
108,서울,2017-03-01,43
108,서울,2017-03-02,27
108,서울,2017-03-03,38
108,서울,2017-03-04,44
108,서울,2017-03-05,46
108,서울,2017-03-06,35
108,서울,2017-03-07,30
108,서울,2017-03-08,42
108,서울,2017-03-09,45
108,서울,2017-03-10,44
108,서울,2017-03-11,50
108,서울,2017-03-12,64
108,서울,2017-03-13,55
108,서울,2017-03-14,48
108,서울,2017-03-15,37
108,서울,2017-03-16,56
108,서울,2017-03-17,63
108,서울,2017-03-18,63
108,서울,2017-03-19,60
108,서울,2017-03-20,78
108,서울,2017-03-21,77
108,서울,2017-03-22,46
108,서울,2017-03-23,64
108,서울,2017-03-24,51
108,서울,2017-03-25,52
108,서울,2017-03-26,50
108,서울,2017-03-27,63
108,서울,2017-03-28,65
108,서울,2017-03-29,48
108,서울,2017-03-30,57
108,서울,2017-03-31,46
108,서울,2017-04-01,20
108,서울,2017-04-02,41
108,서울,2017-04-03,63
108,서울,2017-04-04,59
108,서울,2017-04-05,38
108,서울,2017-04-06,24
108,서울,2017-04-07,29
108,서울,2017-04-08,50
108,서울,2017-04-09,33
108,서울,2017-04-10,25
108,서울,2017-04-11,56
108,서울,2017-04-12,67
108,서울,2017-04-13,67
108,서울,2017-04-14,50
108,서울,2017-04-15,56
108,서울,2017-04-16,51
108,서울,2017-04-17,38
108,서울,2017-04-19,80
108,서울,2017-04-20,81
108,서울,2017-04-21,66
108,서울,2017-04-22,58
108,서울,2017-04-23,45
108,서울,2017-04-24,42
108,서울,2017-04-25,46
108,서울,2017-04-26,44
108,서울,2017-04-27,47
108,서울,2017-04-28,59
108,서울,2017-04-29,58
108,서울,2017-04-30,82
108,서울,2017-05-01,81
108,서울,2017-05-02,88
108,서울,2017-05-03,64
108,서울,2017-05-04,59
108,서울,2017-05-05,51
108,서울,2017-05-06,199
108,서울,2017-05-07,90
108,서울,2017-05-08,169
108,서울,2017-05-09,124
108,서울,2017-05-10,37
108,서울,2017-05-11,65
108,서울,2017-05-12,64
108,서울,2017-05-14,53
108,서울,2017-05-15,43
108,서울,2017-05-16,33
108,서울,2017-05-17,34
108,서울,2017-05-18,45
108,서울,2017-05-19,43
108,서울,2017-05-20,34
108,서울,2017-05-21,29
108,서울,2017-05-22,35
108,서울,2017-05-23,30
108,서울,2017-05-24,24
108,서울,2017-05-25,35
108,서울,2017-05-26,25
108,서울,2017-05-27,30
108,서울,2017-05-28,40
108,서울,2017-05-29,60
108,서울,2017-05-30,45
108,서울,2017-05-31,33
108,서울,2017-06-01,34
108,서울,2017-06-02,27
108,서울,2017-06-03,31
108,서울,2017-06-04,27
108,서울,2017-06-05,26
108,서울,2017-06-06,18
108,서울,2017-06-07,15
108,서울,2017-06-08,35
108,서울,2017-06-09,53
108,서울,2017-06-10,42
108,서울,2017-06-11,28
108,서울,2017-06-12,27
108,서울,2017-06-13,31
108,서울,2017-06-14,41
108,서울,2017-06-15,46
108,서울,2017-06-16,59
108,서울,2017-06-17,46
108,서울,2017-06-18,40
108,서울,2017-06-19,47
108,서울,2017-06-20,44
108,서울,2017-06-21,49
108,서울,2017-06-22,35
108,서울,2017-06-23,40
108,서울,2017-06-24,35
108,서울,2017-06-25,31
108,서울,2017-06-27,24
108,서울,2017-06-29,42
108,서울,2017-06-30,45
108,서울,2017-07-01,36
108,서울,2017-07-02,22
108,서울,2017-07-04,28
108,서울,2017-07-05,40
108,서울,2017-07-06,47
108,서울,2017-07-07,13
108,서울,2017-07-08,23
108,서울,2017-07-11,39
108,서울,2017-07-12,41
108,서울,2017-07-13,44
108,서울,2017-07-14,40
108,서울,2017-07-15,17
108,서울,2017-07-17,18
108,서울,2017-07-18,23
108,서울,2017-07-19,34
108,서울,2017-07-20,46
108,서울,2017-07-21,51
108,서울,2017-07-22,48
108,서울,2017-07-24,28
108,서울,2017-07-25,26
108,서울,2017-07-26,16
108,서울,2017-07-27,27
108,서울,2017-07-28,25
108,서울,2017-07-29,13
108,서울,2017-07-30,20
108,서울,2017-07-31,20
108,서울,2017-08-01,22
108,서울,2017-08-02,33
108,서울,2017-08-03,23
108,서울,2017-08-04,23
108,서울,2017-08-05,27
108,서울,2017-08-06,23
108,서울,2017-08-07,28
108,서울,2017-08-08,39
108,서울,2017-08-09,30
108,서울,2017-08-10,7
108,서울,2017-08-12,10
108,서울,2017-08-13,8
108,서울,2017-08-14,7
108,서울,2017-08-17,13
108,서울,2017-08-18,24
108,서울,2017-08-19,22
108,서울,2017-08-20,10
108,서울,2017-08-21,11
108,서울,2017-08-24,16
108,서울,2017-08-25,25
108,서울,2017-08-26,23
108,서울,2017-08-27,22
108,서울,2017-08-28,24
108,서울,2017-08-29,16
108,서울,2017-08-30,25
108,서울,2017-08-31,33
108,서울,2017-09-01,21
108,서울,2017-09-02,26
108,서울,2017-09-03,31
108,서울,2017-09-04,28
108,서울,2017-09-05,24
108,서울,2017-09-06,24
108,서울,2017-09-07,35
108,서울,2017-09-08,46
108,서울,2017-09-09,53
108,서울,2017-09-10,46
108,서울,2017-09-13,24
108,서울,2017-09-14,29
108,서울,2017-09-15,15
108,서울,2017-09-16,10
108,서울,2017-09-17,10
108,서울,2017-09-18,20
108,서울,2017-09-19,60
108,서울,2017-09-21,27
108,서울,2017-09-22,30
108,서울,2017-09-23,53
108,서울,2017-09-24,59
108,서울,2017-09-25,42
108,서울,2017-09-26,44
108,서울,2017-09-27,38
108,서울,2017-09-28,22
108,서울,2017-09-29,22
108,서울,2017-09-30,36
108,서울,2017-10-01,31
108,서울,2017-10-02,19
108,서울,2017-10-03,37
108,서울,2017-10-04,22
108,서울,2017-10-05,13
108,서울,2017-10-06,13
108,서울,2017-10-08,18
108,서울,2017-10-09,23
108,서울,2017-10-10,28
108,서울,2017-10-11,10
108,서울,2017-10-12,22
108,서울,2017-10-13,26
108,서울,2017-10-14,20
108,서울,2017-10-15,21
108,서울,2017-10-16,30
108,서울,2017-10-17,36
108,서울,2017-10-19,16
108,서울,2017-10-20,31
108,서울,2017-10-21,37
108,서울,2017-10-22,24
108,서울,2017-10-23,23
108,서울,2017-10-24,32
108,서울,2017-10-25,36
108,서울,2017-10-26,48
108,서울,2017-10-27,53
108,서울,2017-10-28,42
108,서울,2017-10-29,64
108,서울,2017-10-30,37
108,서울,2017-10-31,34
108,서울,2017-11-01,34
108,서울,2017-11-02,41
108,서울,2017-11-03,34
108,서울,2017-11-04,49
108,서울,2017-11-05,38
108,서울,2017-11-06,31
108,서울,2017-11-07,39
108,서울,2017-11-08,53
108,서울,2017-11-09,47
108,서울,2017-11-10,37
108,서울,2017-11-11,72
108,서울,2017-11-12,28
108,서울,2017-11-13,33
108,서울,2017-11-14,43
108,서울,2017-11-15,23
108,서울,2017-11-16,21
108,서울,2017-11-17,33
108,서울,2017-11-18,36
108,서울,2017-11-19,23
108,서울,2017-11-20,31
108,서울,2017-11-21,39
108,서울,2017-11-22,53
108,서울,2017-11-23,21
108,서울,2017-11-24,17
108,서울,2017-11-26,25
108,서울,2017-11-27,38
108,서울,2017-11-28,55
108,서울,2017-11-29,49
108,서울,2017-11-30,22
108,서울,2017-12-01,22
108,서울,2017-12-02,31
108,서울,2017-12-03,38
108,서울,2017-12-04,32
108,서울,2017-12-06,25
108,서울,2017-12-07,33
108,서울,2017-12-08,28
108,서울,2017-12-09,33
108,서울,2017-12-10,29
108,서울,2017-12-11,49
108,서울,2017-12-17,36
108,서울,2017-12-18,49
108,서울,2017-12-19,39
108,서울,2017-12-21,41
108,서울,2017-12-22,46
108,서울,2017-12-23,92
108,서울,2017-12-24,65
108,서울,2017-12-25,27
108,서울,2017-12-26,24
108,서울,2017-12-27,27
108,서울,2017-12-28,41
108,서울,2017-12-29,80
108,서울,2017-12-30,101
108,서울,2017-12-31,49
108,서울,2018-01-01,38
108,서울,2018-01-02,32
108,서울,2018-01-03,32
108,서울,2018-01-04,40
108,서울,2018-01-05,46
108,서울,2018-01-06,40
108,서울,2018-01-07,42
108,서울,2018-01-08,41
108,서울,2018-01-09,35
108,서울,2018-01-10,26
108,서울,2018-01-11,29
108,서울,2018-01-12,24
108,서울,2018-01-13,44
108,서울,2018-01-14,52
108,서울,2018-01-15,56
108,서울,2018-01-16,87
108,서울,2018-01-17,80
108,서울,2018-01-18,67
108,서울,2018-01-19,50
108,서울,2018-01-20,86
108,서울,2018-01-21,53
108,서울,2018-01-22,34
108,서울,2018-01-23,19
108,서울,2018-01-24,28
108,서울,2018-01-25,24
108,서울,2018-01-26,30
108,서울,2018-01-27,38
108,서울,2018-01-28,26
108,서울,2018-01-29,42
108,서울,2018-01-30,39
108,서울,2018-01-31,35
108,서울,2018-02-01,34
108,서울,2018-02-02,43
108,서울,2018-02-03,28
108,서울,2018-02-04,31
108,서울,2018-02-05,24
108,서울,2018-02-06,28
108,서울,2018-02-07,36
108,서울,2018-02-08,42
108,서울,2018-02-09,51
108,서울,2018-02-10,55
108,서울,2018-02-11,48
108,서울,2018-02-12,45
108,서울,2018-02-13,46
108,서울,2018-02-14,56
108,서울,2018-02-15,35
108,서울,2018-02-16,38
108,서울,2018-02-17,45
108,서울,2018-02-18,35
108,서울,2018-02-19,50
108,서울,2018-02-20,49
108,서울,2018-02-21,34
108,서울,2018-02-22,39
108,서울,2018-02-24,59
108,서울,2018-02-25,35
108,서울,2018-02-26,53
108,서울,2018-02-27,76
108,서울,2018-03-01,33
108,서울,2018-03-02,66
108,서울,2018-03-03,58
108,서울,2018-03-04,25
108,서울,2018-03-06,30
108,서울,2018-03-07,28
108,서울,2018-03-08,27
108,서울,2018-03-10,32
108,서울,2018-03-11,49
108,서울,2018-03-12,77
108,서울,2018-03-13,46
108,서울,2018-03-14,26
108,서울,2018-03-15,14
108,서울,2018-03-17,28
108,서울,2018-03-18,41
108,서울,2018-03-19,19
108,서울,2018-03-20,15
108,서울,2018-03-21,14
108,서울,2018-03-22,38
108,서울,2018-03-23,51
108,서울,2018-03-24,86
108,서울,2018-03-27,76
108,서울,2018-03-28,41
108,서울,2018-03-29,53
108,서울,2018-03-30,53
108,서울,2018-03-31,48
108,서울,2018-04-01,60
108,서울,2018-04-02,63
108,서울,2018-04-03,59
108,서울,2018-04-06,115
108,서울,2018-04-07,45
108,서울,2018-04-08,23
108,서울,2018-04-09,33
108,서울,2018-04-10,38
108,서울,2018-04-11,51
108,서울,2018-04-12,49
108,서울,2018-04-13,32
108,서울,2018-04-14,16
108,서울,2018-04-15,65
108,서울,2018-04-16,37
108,서울,2018-04-17,56
108,서울,2018-04-18,58
108,서울,2018-04-19,68
108,서울,2018-04-20,85
108,서울,2018-04-21,57
108,서울,2018-04-22,31
108,서울,2018-04-25,33
108,서울,2018-04-26,41
108,서울,2018-04-27,45
108,서울,2018-04-28,47
108,서울,2018-04-29,49
108,서울,2018-04-30,67
108,서울,2018-05-01,47
108,서울,2018-05-02,35
108,서울,2018-05-04,38
108,서울,2018-05-05,37
108,서울,2018-05-06,16
108,서울,2018-05-07,35
108,서울,2018-05-10,38
108,서울,2018-05-11,47
108,서울,2018-05-12,24
108,서울,2018-05-13,25
108,서울,2018-05-14,59
108,서울,2018-05-15,59
108,서울,2018-05-22,27
108,서울,2018-05-23,51
108,서울,2018-05-24,92
108,서울,2018-05-25,83
108,서울,2018-05-26,65
108,서울,2018-05-27,52
108,서울,2018-05-28,55
108,서울,2018-05-31,46
108,서울,2018-06-01,47
108,서울,2018-06-02,32
108,서울,2018-06-03,31
108,서울,2018-06-04,33
108,서울,2018-06-05,36
108,서울,2018-06-06,39
108,서울,2018-06-07,36
108,서울,2018-06-08,28
108,서울,2018-06-09,32
108,서울,2018-06-13,23
108,서울,2018-06-14,23
108,서울,2018-06-17,32
108,서울,2018-06-18,32
108,서울,2018-06-19,31
108,서울,2018-06-20,35
108,서울,2018-06-21,32
108,서울,2018-06-22,32
108,서울,2018-06-23,33
108,서울,2018-06-24,42
108,서울,2018-06-25,43
108,서울,2018-06-26,34
108,서울,2018-06-27,26
108,서울,2018-06-29,29
108,서울,2018-06-30,40
108,서울,2018-07-04,19
108,서울,2018-07-05,16
108,서울,2018-07-10,22
108,서울,2018-07-11,24
108,서울,2018-07-12,20
108,서울,2018-07-13,16
108,서울,2018-07-14,17
108,서울,2018-07-15,20
108,서울,2018-07-16,23
108,서울,2018-07-17,27
108,서울,2018-07-18,32
108,서울,2018-07-19,25
108,서울,2018-07-20,31
108,서울,2018-07-21,33
108,서울,2018-07-22,26
108,서울,2018-07-23,28
108,서울,2018-07-24,34
108,서울,2018-07-25,24
108,서울,2018-07-26,33
108,서울,2018-07-27,35
108,서울,2018-07-29,12
108,서울,2018-07-30,9
108,서울,2018-07-31,18
108,서울,2018-08-01,31
108,서울,2018-08-02,36
108,서울,2018-08-03,38
108,서울,2018-08-04,22
108,서울,2018-08-05,21
108,서울,2018-08-06,26
108,서울,2018-08-07,18
108,서울,2018-08-08,21
108,서울,2018-08-09,21
108,서울,2018-08-10,16
108,서울,2018-08-11,12
108,서울,2018-08-12,15
108,서울,2018-08-13,26
108,서울,2018-08-14,23
108,서울,2018-08-16,8
108,서울,2018-08-17,14
108,서울,2018-08-19,20
108,서울,2018-08-20,29
108,서울,2018-08-21,21
108,서울,2018-08-22,19
108,서울,2018-08-23,12
108,서울,2018-08-24,7
108,서울,2018-08-25,19
108,서울,2018-08-26,15
108,서울,2018-08-27,14
108,서울,2018-08-28,18
108,서울,2018-08-31,20
108,서울,2018-09-01,15
108,서울,2018-09-02,15
108,서울,2018-09-03,18
108,서울,2018-09-04,15
108,서울,2018-09-05,24
108,서울,2018-09-06,28
108,서울,2018-09-08,20
108,서울,2018-09-09,20
108,서울,2018-09-10,12
108,서울,2018-09-11,13
108,서울,2018-09-12,15
108,서울,2018-09-13,19
108,서울,2018-09-14,17
108,서울,2018-09-15,16
108,서울,2018-09-16,31
108,서울,2018-09-17,23
108,서울,2018-09-18,31
108,서울,2018-09-21,11
108,서울,2018-09-22,29
108,서울,2018-09-23,26
108,서울,2018-09-24,14
108,서울,2018-09-25,14
108,서울,2018-09-26,10
108,서울,2018-09-28,17
108,서울,2018-09-29,14
108,서울,2018-09-30,18
108,서울,2018-10-01,15
108,서울,2018-10-02,23
108,서울,2018-10-03,22
108,서울,2018-10-04,19
108,서울,2018-10-05,9
108,서울,2018-10-07,24
108,서울,2018-10-08,22
108,서울,2018-10-09,24
108,서울,2018-10-11,17
108,서울,2018-10-13,28
108,서울,2018-10-14,33
108,서울,2018-10-15,50
108,서울,2018-10-16,38
108,서울,2018-10-18,22
108,서울,2018-10-19,23
108,서울,2018-10-20,38
108,서울,2018-10-21,36
108,서울,2018-10-22,44
108,서울,2018-10-24,38
108,서울,2018-10-25,36
108,서울,2018-10-26,28
108,서울,2018-10-27,25
108,서울,2018-10-29,16
108,서울,2018-10-30,23
108,서울,2018-10-31,22
108,서울,2018-11-02,41
108,서울,2018-11-03,45
108,서울,2018-11-04,35
108,서울,2018-11-05,57
108,서울,2018-11-06,105
108,서울,2018-11-07,75
108,서울,2018-11-08,14
108,서울,2018-11-09,39
108,서울,2018-11-10,75
108,서울,2018-11-11,72
108,서울,2018-11-12,32
108,서울,2018-11-13,40
108,서울,2018-11-14,35
108,서울,2018-11-15,50
108,서울,2018-11-16,59
108,서울,2018-11-17,34
