지점,지점명,일시,일 미세먼지 농도(㎍/㎥)
108,서울,2018-11-18,37
108,서울,2018-11-19,58
108,서울,2018-11-20,40
108,서울,2018-11-21,35
108,서울,2018-11-22,21
108,서울,2018-11-23,25
108,서울,2018-11-24,28
108,서울,2018-11-25,55
108,서울,2018-11-26,70
108,서울,2018-11-27,110
108,서울,2018-11-28,88
108,서울,2018-11-29,64
108,서울,2018-11-30,52
108,서울,2018-12-01,46
108,서울,2018-12-02,41
108,서울,2018-12-03,43
108,서울,2018-12-04,33
108,서울,2018-12-05,27
108,서울,2018-12-06,36
108,서울,2018-12-07,23
108,서울,2018-12-08,21
108,서울,2018-12-09,21
108,서울,2018-12-10,40
108,서울,2018-12-11,47
108,서울,2018-12-12,49
108,서울,2018-12-13,43
108,서울,2018-12-14,35
108,서울,2018-12-15,74
108,서울,2018-12-16,73
108,서울,2018-12-17,82
108,서울,2018-12-18,52
108,서울,2018-12-19,53
108,서울,2018-12-20,67
108,서울,2018-12-21,89
108,서울,2018-12-22,99
108,서울,2018-12-23,54
108,서울,2018-12-24,23
108,서울,2018-12-25,38
108,서울,2018-12-26,50
108,서울,2018-12-27,27
108,서울,2018-12-28,32
108,서울,2018-12-29,32
108,서울,2018-12-30,36
108,서울,2018-12-31,55
108,서울,2019-01-01,41
108,서울,2019-01-02,38
108,서울,2019-01-03,41
108,서울,2019-01-04,77
108,서울,2019-01-05,73
108,서울,2019-01-06,47
108,서울,2019-01-07,64
108,서울,2019-01-08,44
108,서울,2019-01-09,51
108,서울,2019-01-10,61
108,서울,2019-01-11,84
108,서울,2019-01-12,110
108,서울,2019-01-13,130
108,서울,2019-01-14,181
108,서울,2019-01-15,138
108,서울,2019-01-16,43
108,서울,2019-01-17,42
108,서울,2019-01-18,65
108,서울,2019-01-19,110
108,서울,2019-01-20,70
108,서울,2019-01-21,41
108,서울,2019-01-22,60
108,서울,2019-01-23,79
108,서울,2019-01-24,42
108,서울,2019-01-25,46
108,서울,2019-01-26,44
108,서울,2019-01-27,41
108,서울,2019-01-28,66
108,서울,2019-01-29,64
108,서울,2019-01-30,63
108,서울,2019-01-31,62
108,서울,2019-02-01,36
108,서울,2019-02-02,58
108,서울,2019-02-03,48
108,서울,2019-02-04,73
108,서울,2019-02-05,71
108,서울,2019-02-06,85
108,서울,2019-02-07,57
108,서울,2019-02-08,32
108,서울,2019-02-09,36
108,서울,2019-02-10,45
108,서울,2019-02-11,42
108,서울,2019-02-12,65
108,서울,2019-02-13,44
108,서울,2019-02-14,56
108,서울,2019-02-15,51
108,서울,2019-02-16,71
108,서울,2019-02-17,43
108,서울,2019-02-18,50
108,서울,2019-02-19,52
108,서울,2019-02-20,67
108,서울,2019-02-21,88
108,서울,2019-02-22,85
108,서울,2019-02-23,73
108,서울,2019-02-24,79
108,서울,2019-02-25,92
108,서울,2019-02-26,55
108,서울,2019-02-27,76
108,서울,2019-02-28,93
108,서울,2019-03-01,127
108,서울,2019-03-02,131
108,서울,2019-03-03,124
108,서울,2019-03-05,193
108,서울,2019-03-06,146
108,서울,2019-03-07,58
108,서울,2019-03-08,49
108,서울,2019-03-09,53
108,서울,2019-03-10,56
108,서울,2019-03-11,77
108,서울,2019-03-12,81
108,서울,2019-03-13,35
108,서울,2019-03-14,49
108,서울,2019-03-15,53
108,서울,2019-03-16,42
108,서울,2019-03-17,35
108,서울,2019-03-18,41
108,서울,2019-03-19,73
108,서울,2019-03-20,104
108,서울,2019-03-21,36
108,서울,2019-03-22,32
108,서울,2019-03-23,24
108,서울,2019-03-24,23
108,서울,2019-03-25,41
108,서울,2019-03-26,51
108,서울,2019-03-27,86
108,서울,2019-03-28,75
108,서울,2019-03-29,33
108,서울,2019-03-30,36
108,서울,2019-03-31,38
108,서울,2019-04-01,23
108,서울,2019-04-02,30
108,서울,2019-04-03,36
108,서울,2019-04-04,32
108,서울,2019-04-05,53
108,서울,2019-04-06,48
108,서울,2019-04-07,34
108,서울,2019-04-08,33
108,서울,2019-04-09,37
108,서울,2019-04-10,9
108,서울,2019-04-11,28
108,서울,2019-04-12,50
108,서울,2019-04-13,50
108,서울,2019-04-14,37
108,서울,2019-04-15,43
108,서울,2019-04-16,47
108,서울,2019-04-17,36
108,서울,2019-04-18,42
108,서울,2019-04-19,53
108,서울,2019-04-20,41
108,서울,2019-04-21,32
108,서울,2019-04-22,75
108,서울,2019-04-23,69
108,서울,2019-04-24,53
108,서울,2019-04-25,33
108,서울,2019-04-26,16
108,서울,2019-04-27,17
108,서울,2019-04-28,18
108,서울,2019-04-30,33
108,서울,2019-05-01,42
108,서울,2019-05-02,41
108,서울,2019-05-03,62
108,서울,2019-05-04,91
108,서울,2019-05-05,74
108,서울,2019-05-06,35
108,서울,2019-05-07,44
108,서울,2019-05-08,46
108,서울,2019-05-09,46
108,서울,2019-05-10,58
108,서울,2019-05-11,55
108,서울,2019-05-12,53
108,서울,2019-05-13,54
108,서울,2019-05-14,40
108,서울,2019-05-15,59
108,서울,2019-05-16,57
108,서울,2019-05-17,49
108,서울,2019-05-18,28
108,서울,2019-05-19,21
108,서울,2019-05-20,23
108,서울,2019-05-21,38
108,서울,2019-05-22,43
108,서울,2019-05-23,63
108,서울,2019-05-24,66
108,서울,2019-05-25,65
108,서울,2019-05-26,33
108,서울,2019-05-27,23
108,서울,2019-05-28,16
108,서울,2019-05-29,33
108,서울,2019-05-30,35
108,서울,2019-05-31,18
108,서울,2019-06-01,31
108,서울,2019-06-02,29
108,서울,2019-06-03,29
108,서울,2019-06-04,32
108,서울,2019-06-05,43
108,서울,2019-06-06,45
108,서울,2019-06-07,12
108,서울,2019-06-08,22
108,서울,2019-06-09,34
108,서울,2019-06-12,22
108,서울,2019-06-13,24
108,서울,2019-06-14,26
108,서울,2019-06-15,24
108,서울,2019-06-16,15
108,서울,2019-06-17,22
108,서울,2019-06-18,33
108,서울,2019-06-19,28
108,서울,2019-06-20,24
108,서울,2019-06-21,23
108,서울,2019-06-22,10
108,서울,2019-06-24,20
108,서울,2019-06-25,32
108,서울,2019-06-26,28
108,서울,2019-06-28,40
108,서울,2019-06-29,28
108,서울,2019-06-30,34
108,서울,2019-07-01,30
108,서울,2019-07-02,28
108,서울,2019-07-03,29
108,서울,2019-07-04,26
108,서울,2019-07-05,29
108,서울,2019-07-06,28
108,서울,2019-07-07,15
108,서울,2019-07-08,17
108,서울,2019-07-09,13
108,서울,2019-07-10,13
108,서울,2019-07-11,8
108,서울,2019-07-12,15
108,서울,2019-07-13,32
108,서울,2019-07-14,41
108,서울,2019-07-15,39
108,서울,2019-07-16,32
108,서울,2019-07-17,54
108,서울,2019-07-18,61
108,서울,2019-07-19,33
108,서울,2019-07-20,11
108,서울,2019-07-21,18
108,서울,2019-07-22,41
108,서울,2019-07-23,22
108,서울,2019-07-24,22
108,서울,2019-07-25,26
108,서울,2019-07-27,22
108,서울,2019-07-29,14
108,서울,2019-07-30,18
108,서울,2019-08-02,20
108,서울,2019-08-03,17
108,서울,2019-08-04,29
108,서울,2019-08-05,37
108,서울,2019-08-06,25
108,서울,2019-08-07,21
108,서울,2019-08-08,40
108,서울,2019-08-09,26
108,서울,2019-08-10,27
108,서울,2019-08-11,21
108,서울,2019-08-12,21
108,서울,2019-08-13,27
108,서울,2019-08-14,18
108,서울,2019-08-15,10
108,서울,2019-08-16,17
108,서울,2019-08-17,28
108,서울,2019-08-18,24
108,서울,2019-08-19,24
108,서울,2019-08-20,28
108,서울,2019-08-21,35
108,서울,2019-08-22,38
108,서울,2019-08-23,30
108,서울,2019-08-24,22
108,서울,2019-08-25,19
108,서울,2019-08-26,27
108,서울,2019-08-27,29
108,서울,2019-09-03,25
108,서울,2019-09-04,9
108,서울,2019-09-06,19
108,서울,2019-09-07,11
108,서울,2019-09-08,35
108,서울,2019-09-09,35
108,서울,2019-09-10,20
108,서울,2019-09-11,16
108,서울,2019-09-12,30
108,서울,2019-09-13,19
108,서울,2019-09-14,23
108,서울,2019-09-15,18
108,서울,2019-09-16,13
108,서울,2019-09-17,18
108,서울,2019-09-18,25
108,서울,2019-09-19,19
108,서울,2019-09-20,19
108,서울,2019-09-24,21
108,서울,2019-09-25,30
108,서울,2019-09-26,28
108,서울,2019-09-27,20
108,서울,2019-09-28,28
108,서울,2019-09-29,39
108,서울,2019-09-30,52
108,서울,2019-10-01,44
108,서울,2019-10-02,23
108,서울,2019-10-03,10
108,서울,2019-10-04,29
108,서울,2019-10-05,35
108,서울,2019-10-06,12
108,서울,2019-10-07,14
108,서울,2019-10-10,28
108,서울,2019-10-11,30
108,서울,2019-10-12,21
108,서울,2019-10-13,16
108,서울,2019-10-14,28
108,서울,2019-10-16,26
108,서울,2019-10-17,25
108,서울,2019-10-18,17
108,서울,2019-10-19,20
108,서울,2019-10-20,35
108,서울,2019-10-21,39
108,서울,2019-10-22,35
108,서울,2019-10-23,21
108,서울,2019-10-24,22
108,서울,2019-10-25,20
108,서울,2019-10-26,22
108,서울,2019-10-27,24
108,서울,2019-10-28,31
108,서울,2019-10-29,51
108,서울,2019-10-30,23
108,서울,2019-10-31,52
108,서울,2019-11-02,68
108,서울,2019-11-03,49
108,서울,2019-11-04,16
108,서울,2019-11-05,33
108,서울,2019-11-06,49
108,서울,2019-11-07,45
108,서울,2019-11-09,46
108,서울,2019-11-10,47
108,서울,2019-11-11,29
108,서울,2019-11-12,45
108,서울,2019-11-13,40
108,서울,2019-11-14,20
108,서울,2019-11-16,41
108,서울,2019-11-17,30
108,서울,2019-11-18,63
108,서울,2019-11-19,28
108,서울,2019-11-20,25
108,서울,2019-11-21,40
108,서울,2019-11-22,43
108,서울,2019-11-23,30
108,서울,2019-11-24,34
108,서울,2019-11-25,29
108,서울,2019-11-26,29
108,서울,2019-11-27,44
108,서울,2019-11-28,44
108,서울,2019-11-29,49
108,서울,2019-12-01,49
108,서울,2019-12-02,24
108,서울,2019-12-03,31
108,서울,2019-12-04,31
108,서울,2019-12-05,27
108,서울,2019-12-06,34
108,서울,2019-12-07,60
108,서울,2019-12-08,63
108,서울,2019-12-09,78
108,서울,2019-12-10,120
108,서울,2019-12-11,79
108,서울,2019-12-12,25
108,서울,2019-12-13,30
108,서울,2019-12-14,46
108,서울,2019-12-15,40
108,서울,2019-12-16,38
108,서울,2019-12-17,36
108,서울,2019-12-18,42
108,서울,2019-12-19,31
108,서울,2019-12-20,33
108,서울,2019-12-21,44
108,서울,2019-12-22,67
108,서울,2019-12-23,61
108,서울,2019-12-24,80
108,서울,2019-12-25,58
108,서울,2019-12-26,52
108,서울,2019-12-27,37
108,서울,2019-12-28,47
108,서울,2019-12-29,47
108,서울,2019-12-30,43
108,서울,2019-12-31,31
108,서울,2020-01-01,39
108,서울,2020-01-02,69
108,서울,2020-01-03,78
108,서울,2020-01-04,63
108,서울,2020-01-05,62
108,서울,2020-01-06,46
108,서울,2020-01-07,10
108,서울,2020-01-08,32
108,서울,2020-01-09,54
108,서울,2020-01-10,73
108,서울,2020-01-11,60
108,서울,2020-01-12,53
108,서울,2020-01-13,28
108,서울,2020-01-14,34
108,서울,2020-01-15,41
108,서울,2020-01-16,43
108,서울,2020-01-17,64
108,서울,2020-01-18,68
108,서울,2020-01-19,72
108,서울,2020-01-20,54
108,서울,2020-01-21,49
108,서울,2020-01-22,50
108,서울,2020-01-23,71
108,서울,2020-01-24,82
108,서울,2020-01-25,58
108,서울,2020-01-26,28
108,서울,2020-01-27,10
108,서울,2020-01-28,11
108,서울,2020-01-29,15
108,서울,2020-01-30,17
108,서울,2020-01-31,34
108,서울,2020-02-01,86
108,서울,2020-02-02,90
108,서울,2020-02-03,29
108,서울,2020-02-04,32
108,서울,2020-02-05,28
108,서울,2020-02-06,46
108,서울,2020-02-07,44
108,서울,2020-02-08,50
108,서울,2020-02-09,42
108,서울,2020-02-10,54
108,서울,2020-02-11,68
108,서울,2020-02-12,63
108,서울,2020-02-13,90
108,서울,2020-02-14,99
108,서울,2020-02-15,76
108,서울,2020-02-16,58
108,서울,2020-02-18,29
108,서울,2020-02-19,43
108,서울,2020-02-20,76
108,서울,2020-02-21,76
108,서울,2020-02-22,75
108,서울,2020-02-23,24
108,서울,2020-02-24,42
108,서울,2020-02-25,28
108,서울,2020-02-26,21
108,서울,2020-02-27,17
108,서울,2020-02-28,32
108,서울,2020-02-29,26
108,서울,2020-03-01,57
108,서울,2020-03-02,42
108,서울,2020-03-03,55
108,서울,2020-03-04,54
108,서울,2020-03-05,43
108,서울,2020-03-06,51
108,서울,2020-03-07,78
108,서울,2020-03-08,73
108,서울,2020-03-09,70
108,서울,2020-03-10,56
108,서울,2020-03-11,31
108,서울,2020-03-12,33
108,서울,2020-03-13,32
108,서울,2020-03-14,46
108,서울,2020-03-15,43
108,서울,2020-03-16,25
108,서울,2020-03-17,48
108,서울,2020-03-18,66
108,서울,2020-03-19,57
108,서울,2020-03-20,30
108,서울,2020-03-21,44
108,서울,2020-03-22,40
108,서울,2020-03-23,55
108,서울,2020-03-24,63
108,서울,2020-03-25,56
108,서울,2020-03-26,57
108,서울,2020-03-27,47
108,서울,2020-03-28,31
108,서울,2020-03-29,43
108,서울,2020-03-30,59
108,서울,2020-03-31,52
108,서울,2020-04-01,81
108,서울,2020-04-02,44
108,서울,2020-04-03,64
108,서울,2020-04-04,69
108,서울,2020-04-05,49
108,서울,2020-04-06,55
108,서울,2020-04-07,56
108,서울,2020-04-08,41
108,서울,2020-04-09,48
108,서울,2020-04-10,42
108,서울,2020-04-11,40
108,서울,2020-04-12,34
108,서울,2020-04-13,21
108,서울,2020-04-14,55
108,서울,2020-04-15,77
108,서울,2020-04-16,64
108,서울,2020-04-17,47
108,서울,2020-04-18,31
108,서울,2020-04-19,27
108,서울,2020-04-20,19
108,서울,2020-04-21,33
108,서울,2020-04-22,64
108,서울,2020-04-23,39
108,서울,2020-04-24,35
108,서울,2020-04-25,51
108,서울,2020-04-26,35
108,서울,2020-04-27,37
108,서울,2020-04-28,42
108,서울,2020-04-29,53
108,서울,2020-04-30,38
108,서울,2020-05-01,50
108,서울,2020-05-02,44
108,서울,2020-05-03,28
108,서울,2020-05-04,35
108,서울,2020-05-05,33
108,서울,2020-05-06,36
108,서울,2020-05-07,33
108,서울,2020-05-08,34
108,서울,2020-05-09,16
108,서울,2020-05-10,37
108,서울,2020-05-11,98
108,서울,2020-05-12,38
108,서울,2020-05-13,34
108,서울,2020-05-14,42
108,서울,2020-05-15,33
108,서울,2020-05-16,29
108,서울,2020-05-17,44
108,서울,2020-05-18,44
108,서울,2020-05-20,15
108,서울,2020-05-21,25
108,서울,2020-05-22,53
108,서울,2020-05-23,50
108,서울,2020-05-24,29
108,서울,2020-05-25,45
108,서울,2020-05-26,48
108,서울,2020-05-27,19
108,서울,2020-05-28,24
108,서울,2020-05-29,30
108,서울,2020-05-30,33
108,서울,2020-05-31,34
108,서울,2020-06-01,25
108,서울,2020-06-03,56
108,서울,2020-06-04,71
108,서울,2020-06-05,42
108,서울,2020-06-06,48
108,서울,2020-06-07,41
108,서울,2020-06-08,39
108,서울,2020-06-09,47
108,서울,2020-06-10,47
108,서울,2020-06-13,52
108,서울,2020-06-15,35
108,서울,2020-06-18,40
108,서울,2020-06-19,30
108,서울,2020-06-20,40
108,서울,2020-06-21,38
108,서울,2020-06-22,40
108,서울,2020-06-23,46
108,서울,2020-06-24,41
108,서울,2020-06-25,25
108,서울,2020-06-26,30
108,서울,2020-06-27,29
108,서울,2020-06-28,38
108,서울,2020-06-29,49
108,서울,2020-07-05,33
108,서울,2020-07-06,29
108,서울,2020-07-08,41
108,서울,2020-07-11,8
108,서울,2020-07-12,15
108,서울,2020-07-13,9
108,서울,2020-07-15,13
108,서울,2020-07-16,25
108,서울,2020-07-17,39
108,서울,2020-07-21,36
108,서울,2020-07-28,14
108,서울,2020-07-29,13
108,서울,2020-07-30,18
108,서울,2020-07-31,21
108,서울,2020-08-01,14
108,서울,2020-08-07,44
108,서울,2020-08-24,33
108,서울,2020-08-31,9
108,서울,2020-09-01,16
108,서울,2020-09-02,16
108,서울,2020-09-04,19
108,서울,2020-09-05,28
108,서울,2020-09-06,21
108,서울,2020-09-08,27
108,서울,2020-09-09,26
108,서울,2020-09-10,24
108,서울,2020-09-11,22
108,서울,2020-09-12,9
108,서울,2020-09-14,29
108,서울,2020-09-15,42
108,서울,2020-09-16,20
108,서울,2020-09-17,21
108,서울,2020-09-18,24
108,서울,2020-09-20,19
108,서울,2020-09-21,24
108,서울,2020-09-24,11
108,서울,2020-09-25,14
108,서울,2020-09-26,15
108,서울,2020-09-27,16
108,서울,2020-09-29,42
108,서울,2020-10-02,38
108,서울,2020-10-03,54
108,서울,2020-10-04,35
108,서울,2020-10-05,31
108,서울,2020-10-06,31
108,서울,2020-10-07,31
108,서울,2020-10-08,19
108,서울,2020-10-09,21
108,서울,2020-10-10,25
108,서울,2020-10-11,39
108,서울,2020-10-12,52
108,서울,2020-10-13,35
108,서울,2020-10-14,45
108,서울,2020-10-16,54
108,서울,2020-10-17,51
108,서울,2020-10-18,45
108,서울,2020-10-19,120
108,서울,2020-10-20,118
108,서울,2020-10-22,94
108,서울,2020-10-23,34
108,서울,2020-10-24,37
108,서울,2020-10-25,46
108,서울,2020-10-26,72
108,서울,2020-10-27,116
108,서울,2020-10-28,63
108,서울,2020-10-29,44
108,서울,2020-10-30,57
108,서울,2020-10-31,34
108,서울,2020-11-01,74
108,서울,2020-11-02,58
108,서울,2020-11-03,27
108,서울,2020-11-04,39
108,서울,2020-11-05,53
108,서울,2020-11-06,64
108,서울,2020-11-07,115
108,서울,2020-11-08,72
108,서울,2020-11-09,34
108,서울,2020-11-10,34
108,서울,2020-11-11,62
108,서울,2020-11-12,92
108,서울,2020-11-13,115
108,서울,2020-11-14,111
108,서울,2020-11-15,118
108,서울,2020-11-16,110
108,서울,2020-11-17,90
108,서울,2020-11-20,33
108,서울,2020-11-21,47
108,서울,2020-11-22,57
108,서울,2020-11-23,41
108,서울,2020-11-24,39
108,서울,2020-11-25,61
108,서울,2020-11-26,90
108,서울,2020-11-27,62
108,서울,2020-11-28,29
108,서울,2020-11-29,36
108,서울,2020-11-30,46
108,서울,2020-12-01,42
108,서울,2020-12-02,43
108,서울,2020-12-03,36
108,서울,2020-12-04,45
108,서울,2020-12-05,55
108,서울,2020-12-06,74
108,서울,2020-12-07,79
108,서울,2020-12-08,35
108,서울,2020-12-09,55
108,서울,2020-12-10,112
108,서울,2020-12-12,71
108,서울,2020-12-13,51
108,서울,2020-12-14,31
108,서울,2020-12-15,24
108,서울,2020-12-16,29
108,서울,2020-12-17,34
108,서울,2020-12-18,47
108,서울,2020-12-19,35
108,서울,2020-12-20,34
108,서울,2020-12-21,56
108,서울,2020-12-22,74
108,서울,2020-12-23,103
108,서울,2020-12-24,85
108,서울,2020-12-25,37
108,서울,2020-12-26,80
108,서울,2020-12-27,95
108,서울,2020-12-28,94
108,서울,2020-12-29,96
108,서울,2020-12-30,47
108,서울,2020-12-31,34
108,서울,2021-01-01,36
108,서울,2021-01-02,43
108,서울,2021-01-03,47
108,서울,2021-01-04,50
108,서울,2021-01-05,37
108,서울,2021-01-06,30
108,서울,2021-01-07,56
108,서울,2021-01-08,27
108,서울,2021-01-09,33
108,서울,2021-01-10,48
108,서울,2021-01-11,63
108,서울,2021-01-12,88
108,서울,2021-01-13,146
108,서울,2021-01-14,100
108,서울,2021-01-15,109
108,서울,2021-01-16,69
108,서울,2021-01-17,29
108,서울,2021-01-18,53
108,서울,2021-01-19,43
108,서울,2021-01-20,59
108,서울,2021-01-21,72
108,서울,2021-01-22,71
108,서울,2021-01-24,20
108,서울,2021-01-25,34
108,서울,2021-01-26,70
108,서울,2021-01-27,50
108,서울,2021-01-28,51
108,서울,2021-01-29,32
108,서울,2021-01-30,74
108,서울,2021-01-31,75
108,서울,2021-02-01,99
108,서울,2021-02-02,39
108,서울,2021-02-03,49
108,서울,2021-02-04,35
108,서울,2021-02-05,41
108,서울,2021-02-06,108
108,서울,2021-02-07,118
108,서울,2021-02-08,34
108,서울,2021-02-09,31
108,서울,2021-02-10,56
108,서울,2021-02-11,106
108,서울,2021-02-12,123
108,서울,2021-02-13,116
108,서울,2021-02-14,115
108,서울,2021-02-15,78
108,서울,2021-02-16,36
108,서울,2021-02-17,64
108,서울,2021-02-18,58
108,서울,2021-02-19,67
108,서울,2021-02-20,99
108,서울,2021-02-21,108
108,서울,2021-02-22,69
108,서울,2021-02-23,69
108,서울,2021-02-24,66
108,서울,2021-02-25,73
108,서울,2021-02-26,42
108,서울,2021-02-27,23
108,서울,2021-02-28,32
108,서울,2021-03-02,18
108,서울,2021-03-03,57
108,서울,2021-03-04,66
108,서울,2021-03-05,56
108,서울,2021-03-06,39
108,서울,2021-03-07,37
108,서울,2021-03-08,55
108,서울,2021-03-09,63
108,서울,2021-03-10,129
108,서울,2021-03-11,156
108,서울,2021-03-12,89
108,서울,2021-03-13,74
108,서울,2021-03-14,117
108,서울,2021-03-15,128
108,서울,2021-03-16,129
108,서울,2021-03-17,121
108,서울,2021-03-18,132
108,서울,2021-03-19,85
108,서울,2021-03-20,46
108,서울,2021-03-21,58
108,서울,2021-03-22,50
108,서울,2021-03-23,108
108,서울,2021-03-24,89
108,서울,2021-03-25,95
108,서울,2021-03-26,159
108,서울,2021-03-27,107
108,서울,2021-03-29,389
108,서울,2021-03-30,189
108,서울,2021-03-31,50
108,서울,2021-04-01,52
108,서울,2021-04-02,57
108,서울,2021-04-03,51
108,서울,2021-04-05,30
108,서울,2021-04-06,54
108,서울,2021-04-07,72
108,서울,2021-04-08,41
108,서울,2021-04-09,42
108,서울,2021-04-10,45
108,서울,2021-04-11,59
108,서울,2021-04-12,62
108,서울,2021-04-13,24
108,서울,2021-04-14,50
108,서울,2021-04-15,71
108,서울,2021-04-16,103
108,서울,2021-04-17,105
108,서울,2021-04-18,50
108,서울,2021-04-19,69
108,서울,2021-04-20,78
108,서울,2021-04-21,81
108,서울,2021-04-22,78
108,서울,2021-04-23,41
108,서울,2021-04-24,24
108,서울,2021-04-25,26
108,서울,2021-04-26,29
108,서울,2021-04-27,35
108,서울,2021-04-28,58
108,서울,2021-04-29,59
108,서울,2021-04-30,40
108,서울,2021-05-01,33
108,서울,2021-05-02,19
108,서울,2021-05-03,41
108,서울,2021-05-04,36
108,서울,2021-05-05,38
108,서울,2021-05-06,56
108,서울,2021-05-07,298
108,서울,2021-05-08,384
108,서울,2021-05-09,47
108,서울,2021-05-10,26
108,서울,2021-05-11,24
108,서울,2021-05-12,24
108,서울,2021-05-13,46
108,서울,2021-05-14,58
108,서울,2021-05-15,66
108,서울,2021-05-16,14
108,서울,2021-05-17,16
108,서울,2021-05-18,39
108,서울,2021-05-19,41
108,서울,2021-05-20,27
108,서울,2021-05-21,22
108,서울,2021-05-22,40
108,서울,2021-05-23,52
108,서울,2021-05-24,110
108,서울,2021-05-25,86
108,서울,2021-05-26,44
108,서울,2021-05-27,53
108,서울,2021-05-29,31
108,서울,2021-05-31,59
108,서울,2021-06-01,52
108,서울,2021-06-02,62
108,서울,2021-06-03,45
108,서울,2021-06-04,34
108,서울,2021-06-05,57
108,서울,2021-06-06,72
108,서울,2021-06-07,43
108,서울,2021-06-08,57
108,서울,2021-06-09,44
108,서울,2021-06-10,59
108,서울,2021-06-11,29
108,서울,2021-06-12,34
108,서울,2021-06-13,36
108,서울,2021-06-14,54
108,서울,2021-06-15,40
108,서울,2021-06-16,19
108,서울,2021-06-17,26
108,서울,2021-06-18,32
108,서울,2021-06-19,65
108,서울,2021-06-20,65
108,서울,2021-06-21,56
108,서울,2021-06-22,33
108,서울,2021-06-23,22
108,서울,2021-06-24,40
108,서울,2021-06-25,52
108,서울,2021-06-26,32
108,서울,2021-06-27,26
108,서울,2021-06-28,28
108,서울,2021-06-29,38
108,서울,2021-06-30,53
108,서울,2021-07-01,42
108,서울,2021-07-02,27
108,서울,2021-07-03,16
108,서울,2021-07-04,15
108,서울,2021-07-05,29
108,서울,2021-07-06,50
108,서울,2021-07-07,57
108,서울,2021-07-08,33
108,서울,2021-07-09,21
108,서울,2021-07-10,37
108,서울,2021-07-11,43
108,서울,2021-07-12,32
108,서울,2021-07-13,41
108,서울,2021-07-14,27
108,서울,2021-07-15,24
108,서울,2021-07-16,21
108,서울,2021-07-17,19
108,서울,2021-07-18,22
108,서울,2021-07-19,22
108,서울,2021-07-20,24
108,서울,2021-07-21,26
108,서울,2021-07-22,29
108,서울,2021-07-23,37
108,서울,2021-07-24,37
108,서울,2021-07-25,28
108,서울,2021-07-26,29
108,서울,2021-07-27,29
108,서울,2021-07-28,38
108,서울,2021-07-29,46
108,서울,2021-07-30,30
108,서울,2021-07-31,25
108,서울,2021-08-01,40
108,서울,2021-08-02,20
108,서울,2021-08-03,27
108,서울,2021-08-04,25
108,서울,2021-08-05,25
108,서울,2021-08-06,19
108,서울,2021-08-07,17
108,서울,2021-08-08,23
108,서울,2021-08-09,16
108,서울,2021-08-10,21
108,서울,2021-08-11,39
108,서울,2021-08-12,37
108,서울,2021-08-13,29
108,서울,2021-08-14,16
108,서울,2021-08-15,18
108,서울,2021-08-16,23
108,서울,2021-08-17,22
108,서울,2021-08-18,19
108,서울,2021-08-19,18
108,서울,2021-08-20,24
108,서울,2021-08-21,23
108,서울,2021-08-22,28
108,서울,2021-08-23,36
108,서울,2021-08-24,19
108,서울,2021-08-25,21
108,서울,2021-08-26,48
108,서울,2021-08-27,36
108,서울,2021-08-28,45
108,서울,2021-08-29,42
108,서울,2021-08-30,46
108,서울,2021-08-31,37
108,서울,2021-09-01,9
108,서울,2021-09-02,17
108,서울,2021-09-03,17
108,서울,2021-09-04,12
108,서울,2021-09-05,14
108,서울,2021-09-06,19
108,서울,2021-09-07,14
108,서울,2021-09-08,15
108,서울,2021-09-09,40
108,서울,2021-09-10,41
108,서울,2021-09-11,36
108,서울,2021-09-12,21
108,서울,2021-09-13,25
108,서울,2021-09-14,20
108,서울,2021-09-15,16
108,서울,2021-09-16,14
108,서울,2021-09-17,16
108,서울,2021-09-18,16
108,서울,2021-09-19,14
108,서울,2021-09-20,15
108,서울,2021-09-21,22
108,서울,2021-09-22,18
108,서울,2021-09-23,18
108,서울,2021-09-24,20
108,서울,2021-09-25,12
108,서울,2021-09-26,10
108,서울,2021-09-27,14
108,서울,2021-09-28,14
108,서울,2021-09-29,19
108,서울,2021-09-30,26
108,서울,2021-10-01,39
108,서울,2021-10-03,39
108,서울,2021-10-04,36
108,서울,2021-10-05,32
108,서울,2021-10-06,12
108,서울,2021-10-07,17
108,서울,2021-10-08,28
108,서울,2021-10-09,13
108,서울,2021-10-10,24
108,서울,2021-10-11,24
108,서울,2021-10-12,14
108,서울,2021-10-13,16
108,서울,2021-10-14,24
108,서울,2021-10-15,26
108,서울,2021-10-16,30
108,서울,2021-10-17,21
108,서울,2021-10-18,27
108,서울,2021-10-19,43
108,서울,2021-10-20,33
108,서울,2021-10-21,35
108,서울,2021-10-22,39
108,서울,2021-10-23,39
108,서울,2021-10-24,33
108,서울,2021-10-25,31
108,서울,2021-10-26,57
108,서울,2021-10-27,59
108,서울,2021-10-28,31
108,서울,2021-10-29,22
108,서울,2021-10-30,25
108,서울,2021-10-31,40
108,서울,2021-11-01,48
108,서울,2021-11-02,47
108,서울,2021-11-03,49
108,서울,2021-11-04,69
108,서울,2021-11-05,74
108,서울,2021-11-06,63
108,서울,2021-11-07,32
108,서울,2021-11-08,15
108,서울,2021-11-09,13
108,서울,2021-11-10,19
108,서울,2021-11-11,19
108,서울,2021-11-12,20
108,서울,2021-11-13,25
108,서울,2021-11-14,54
108,서울,2021-11-15,50
108,서울,2021-11-16,44
108,서울,2021-11-17,33
108,서울,2021-11-18,57
108,서울,2021-11-19,102
