지점,지점명,일시,기온(°C)
108,서울,2021-01-05 00:01,-2.1
108,서울,2021-01-05 00:02,-2.2
108,서울,2021-01-05 00:03,-2.2
108,서울,2021-01-05 00:04,-2.2
108,서울,2021-01-05 00:05,-2.2
108,서울,2021-01-05 00:06,-2.2
108,서울,2021-01-05 00:07,-2.3
108,서울,2021-01-05 00:08,-2.3
108,서울,2021-01-05 00:09,-2.3
108,서울,2021-01-05 00:10,-2.3
108,서울,2021-01-05 00:11,-2.3
108,서울,2021-01-05 00:12,-2.3
108,서울,2021-01-05 00:13,-2.3
108,서울,2021-01-05 00:14,-2.4
108,서울,2021-01-05 00:15,-2.4
108,서울,2021-01-05 00:16,-2.4
108,서울,2021-01-05 00:17,-2.4
108,서울,2021-01-05 00:18,-2.4
108,서울,2021-01-05 00:19,-2.4
108,서울,2021-01-05 00:20,-2.4
108,서울,2021-01-05 00:21,-2.4
108,서울,2021-01-05 00:22,-2.4
108,서울,2021-01-05 00:23,-2.4
108,서울,2021-01-05 00:24,-2.4
108,서울,2021-01-05 00:25,-2.5
108,서울,2021-01-05 00:26,-2.5
108,서울,2021-01-05 00:27,-2.5
108,서울,2021-01-05 00:28,-2.5
108,서울,2021-01-05 00:29,-2.5
108,서울,2021-01-05 00:30,-2.5
108,서울,2021-01-05 00:31,-2.5
108,서울,2021-01-05 00:32,-2.5
108,서울,2021-01-05 00:33,-2.5
108,서울,2021-01-05 00:34,-2.5
108,서울,2021-01-05 00:35,-2.5
108,서울,2021-01-05 00:36,-2.5
108,서울,2021-01-05 00:37,-2.5
108,서울,2021-01-05 00:38,-2.5
108,서울,2021-01-05 00:39,-2.5
108,서울,2021-01-05 00:40,-2.5
108,서울,2021-01-05 00:41,-2.5
108,서울,2021-01-05 00:42,-2.5
108,서울,2021-01-05 00:43,-2.5
108,서울,2021-01-05 00:44,-2.5
108,서울,2021-01-05 00:45,-2.5
108,서울,2021-01-05 00:46,-2.5
108,서울,2021-01-05 00:47,-2.5
108,서울,2021-01-05 00:48,-2.5
108,서울,2021-01-05 00:49,-2.5
108,서울,2021-01-05 00:50,-2.5
108,서울,2021-01-05 00:51,-2.5
108,서울,2021-01-05 00:52,-2.5
108,서울,2021-01-05 00:53,-2.5
108,서울,2021-01-05 00:54,-2.5
108,서울,2021-01-05 00:55,-2.5
108,서울,2021-01-05 00:56,-2.5
108,서울,2021-01-05 00:57,-2.5
108,서울,2021-01-05 00:58,-2.5
108,서울,2021-01-05 00:59,-2.5
108,서울,2021-01-05 01:00,-2.5
108,서울,2021-01-05 01:01,-2.5
108,서울,2021-01-05 01:02,-2.5
108,서울,2021-01-05 01:03,-2.5
108,서울,2021-01-05 01:04,-2.5
108,서울,2021-01-05 01:05,-2.5
108,서울,2021-01-05 01:06,-2.5
108,서울,2021-01-05 01:07,-2.5
108,서울,2021-01-05 01:08,-2.5
108,서울,2021-01-05 01:09,-2.5
108,서울,2021-01-05 01:10,-2.4
108,서울,2021-01-05 01:11,-2.5
108,서울,2021-01-05 01:12,-2.4
108,서울,2021-01-05 01:13,-2.4
108,서울,2021-01-05 01:14,-2.4
108,서울,2021-01-05 01:15,-2.4
108,서울,2021-01-05 01:16,-2.4
108,서울,2021-01-05 01:17,-2.4
108,서울,2021-01-05 01:18,-2.4
108,서울,2021-01-05 01:19,-2.4
108,서울,2021-01-05 01:20,-2.4
108,서울,2021-01-05 01:21,-2.4
108,서울,2021-01-05 01:22,-2.4
108,서울,2021-01-05 01:23,-2.4
108,서울,2021-01-05 01:24,-2.4
108,서울,2021-01-05 01:25,-2.4
108,서울,2021-01-05 01:26,-2.4
108,서울,2021-01-05 01:27,-2.4
108,서울,2021-01-05 01:28,-2.4
108,서울,2021-01-05 01:29,-2.5
108,서울,2021-01-05 01:30,-2.5
108,서울,2021-01-05 01:31,-2.5
